id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SUPT5H	12	0.00010562	0.00094697	0.18683	96	8	-0.58234	0.94836	0.94011	0.991578	17894	1	-0.58234
TARS	12	0.00010915	0.00097154	0.188854	97	3	-0.12576	0.2202	0.37256	0.873122	7932	3	-0.12576
FLVCR2	12	0.00011287	0.0010019	0.188854	98	2	0.11643	0.31463	0.46594	0.89062	9850	3	0.11643
LRIG1	12	0.00011363	0.001004	0.188854	99	4	-0.027485	0.65042	0.76182	0.969035	14835	3	-0.027485
COL4A3BP	12	0.00011452	0.0010066	0.188854	100	9	-0.42021	0.97883	0.96284	0.996019	18310	1	-0.42021
MAGT1	12	0.00011519	0.0010071	0.188854	101	8	-0.36708	0.9964	0.99284	1.0	18801	0	-0.36708
PRRC2B	12	0.00012678	0.0011132	0.206707	102	7	-0.34536	0.87552	0.90073	0.987199	17262	1	-0.34536
HDAC3	12	0.00013106	0.0011388	0.209411	103	8	-0.40084	0.87434	0.90073	0.987199	17236	1	-0.40084
HLA-DRA	12	0.00013646	0.0011728	0.211551	104	9	-0.3686	0.99932	0.99865	1.0	18890	0	-0.3686
TAF5	12	0.00013695	0.0011728	0.211551	105	8	-0.37649	0.99321	0.98705	0.999486	18693	0	-0.37649
CCP110	12	0.00013815	0.001189	0.212451	106	7	-0.27755	0.19394	0.32129	0.832535	7275	2	-0.27755
COG4	12	0.00014363	0.0012397	0.217409	107	8	-0.46049	0.99726	0.99453	1.0	18836	0	-0.46049
DTNBP1	12	0.00014377	0.0012397	0.217409	108	9	-0.36785	0.58983	0.7205	0.966408	14079	3	-0.36785
ID3	12	0.00015381	0.0013134	0.228222	109	8	-0.34349	0.99414	0.98824	0.999486	18726	0	-0.34349
DDX60L	12	0.00016234	0.0013772	0.237129	110	3	-0.12444	0.52495	0.67769	0.960698	13276	1	-0.12444
TMEM60	12	0.00016386	0.0014033	0.239452	111	8	-0.44919	0.9928	0.98648	0.999486	18684	0	-0.44919
ICAM2	12	0.00017969	0.0014854	0.249245	112	4	0.2347	0.0078197	0.016038	0.281257	1078	7	0.2347
CYP27A1	12	0.00018117	0.0015027	0.249245	113	8	-0.27672	0.84551	0.88225	0.987199	16882	1	-0.27672
SPCS3	12	0.00018461	0.0015267	0.249245	114	4	-0.097781	0.9858	0.97368	0.99662	18487	0	-0.097781
EXOC5	12	0.00018475	0.0015304	0.249245	115	7	-0.30389	0.31073	0.46005	0.887609	9789	3	-0.30389
LHFPL2	12	0.00019314	0.001544	0.249245	116	9	-0.30266	0.12585	0.22549	0.77743	5465	1	-0.30266
CD36	12	0.00019403	0.0015528	0.249245	117	5	-0.16683	0.97874	0.96284	0.996019	18306	1	-0.16683
PCDHB7	12	0.00019434	0.0015528	0.249245	118	7	-0.42604	0.014714	0.026502	0.339841	1478	4	-0.42604
DAD1	12	0.00020503	0.0016545	0.263333	119	9	-0.41773	0.98793	0.97778	0.99756	18559	0	-0.41773
MYF5	12	0.00020864	0.0016809	0.263849	120	6	-0.23222	0.46739	0.63022	0.9395	12616	2	-0.23222
ASAH2	12	0.00020931	0.0016856	0.263849	121	6	-0.22116	0.84001	0.87925	0.987199	16824	2	-0.22116
XRCC5	12	0.00021872	0.0017442	0.270776	122	7	-0.3674	0.95375	0.94334	0.991578	17958	1	-0.3674
ZNF536	12	0.0002399	0.0018848	0.287089	123	7	-0.37609	0.65856	0.76702	0.970242	14954	3	-0.37609
PPCS	12	0.00024124	0.0018947	0.287089	124	9	-0.30742	0.84501	0.88187	0.987199	16877	2	-0.30742
NSMCE2	12	0.00024163	0.0018947	0.287089	125	8	-0.31578	0.98549	0.97324	0.99662	18474	0	-0.31578
RRAS2	12	0.00025332	0.0019475	0.290949	126	8	-0.28301	0.79799	0.85783	0.985378	16416	1	-0.28301
C18orf25	12	0.00025515	0.0019509	0.290949	127	9	-0.24194	0.80266	0.85954	0.985378	16454	1	-0.24194
MOB4	12	0.00025646	0.001971	0.291654	128	7	-0.44916	0.73943	0.83109	0.985378	15889	1	-0.44916
COG3	12	0.0002636	0.0020207	0.296684	129	5	-0.14362	0.83214	0.87538	0.987199	16747	2	-0.14362
CUL1	12	0.00026771	0.002039	0.297068	130	8	-0.30038	0.85647	0.89	0.987199	17013	2	-0.30038
RAET1L	12	0.00027251	0.0020918	0.300143	131	3	0.024197	0.12527	0.22502	0.77743	5446	5	0.024197
ALMS1	12	0.00027338	0.0020918	0.300143	132	8	-0.46463	0.67894	0.78701	0.978466	15215	1	-0.46463
ACADS	12	0.00028127	0.0021404	0.304809	133	7	-0.3439	0.31162	0.46039	0.887609	9801	2	-0.3439
KDM5D	12	0.00029504	0.0022465	0.317534	134	9	-0.31894	0.24774	0.40137	0.873122	8622	2	-0.31894
COMMD8	12	0.00029955	0.0022941	0.321856	135	8	-0.47503	0.99366	0.98759	0.999486	18710	0	-0.47503
HLA-G	12	0.00030769	0.0023819	0.33172	136	6	-0.21876	0.94444	0.93815	0.991578	17864	1	-0.21876
BAG6	12	0.00030992	0.0024117	0.333418	137	7	-0.44076	0.9929	0.98659	0.999486	18686	0	-0.44076
TMED8	12	0.00032198	0.002539	0.348472	138	6	-0.25399	0.98668	0.97494	0.99662	18526	0	-0.25399
ZMYND11	12	0.00032843	0.0025947	0.353551	139	6	-0.27676	0.99738	0.99469	1.0	18838	0	-0.27676
OR56B4	12	0.00033951	0.0027437	0.359074	140	9	-0.22244	0.9997	0.99937	1.0	18906	0	-0.22244
KLHL20	12	0.00034469	0.0027949	0.359074	141	8	-0.3338	0.99255	0.98613	0.999486	18681	0	-0.3338
HNRNPL	12	0.0003452	0.0027949	0.359074	142	7	-0.2773	0.81801	0.86743	0.987199	16613	1	-0.2773
MALT1	12	0.00034838	0.0027954	0.359074	143	8	-0.30019	0.99974	0.9994	1.0	18909	0	-0.30019
DDA1	12	0.0003488	0.0027954	0.359074	144	7	-0.35533	0.62155	0.74457	0.969035	14471	1	-0.35533
CATSPER4	12	0.00036236	0.0028728	0.359074	145	6	-0.21778	0.96093	0.94566	0.991578	18037	1	-0.21778
MAPK1	12	0.00036682	0.0028733	0.359074	146	5	-0.14821	0.92921	0.92971	0.991578	17749	1	-0.14821
RGS18	12	0.00037113	0.0028733	0.359074	147	8	-0.37622	0.98052	0.9661	0.99662	18348	1	-0.37622
COPS9	12	0.00037196	0.0028733	0.359074	148	6	-0.33071	0.48043	0.63921	0.945596	12774	3	-0.33071
ZNF571	12	0.00037536	0.0028817	0.359074	149	6	-0.21742	0.98649	0.97494	0.99662	18519	0	-0.21742
ARHGAP27	12	0.00037583	0.0028817	0.359074	150	4	-0.0057079	0.5167	0.66935	0.958492	13178	2	-0.0057079
GLRA2	12	0.00037716	0.0028817	0.359074	151	9	-0.33175	0.97651	0.95903	0.993966	18270	1	-0.33175
SOSTDC1	12	0.00038461	0.0029209	0.36158	152	8	-0.30771	0.03574	0.070544	0.552143	2397	1	-0.30771
MALRD1	12	0.00039999	0.0030469	0.371513	153	6	-0.16909	0.27096	0.42002	0.87756	9038	3	-0.16909
CDV3	12	0.00040077	0.0030537	0.371513	154	7	-0.31593	0.76065	0.84015	0.985378	16083	1	-0.31593
C15orf54	12	0.00041308	0.0031154	0.371513	155	6	-0.31883	0.96842	0.95092	0.991621	18157	1	-0.31883
KCNC4	12	0.00041439	0.0031159	0.371513	156	9	-0.49077	0.99482	0.99027	0.999727	18745	0	-0.49077
HSD17B13	12	0.00041484	0.0031159	0.371513	157	4	-0.09812	0.85389	0.88831	0.987199	16976	2	-0.09812
EXOC2	12	0.00042058	0.0031389	0.371513	158	6	-0.27924	0.59529	0.72546	0.966408	14143	2	-0.27924
SENP8	12	0.00042621	0.003176	0.371513	159	7	-0.36792	0.97957	0.96409	0.996611	18323	1	-0.36792
OR1B1	12	0.00043017	0.0031849	0.371513	160	8	-0.29015	0.99551	0.99134	0.999727	18777	0	-0.29015
ZNF570	12	0.00043993	0.0032727	0.371513	161	5	-0.041193	0.20588	0.33977	0.846155	7581	4	-0.041193
GDF6	12	0.00044092	0.0032732	0.371513	162	6	-0.26809	0.43247	0.59009	0.930585	11987	3	-0.26809
SSH1	12	0.0004451	0.0032873	0.371513	163	8	-0.46795	0.71738	0.81832	0.984009	15724	2	-0.46795
ATG4A	12	0.0004456	0.0032879	0.371513	164	5	-0.13469	0.099401	0.18829	0.754502	4707	5	-0.13469
MEAF6	12	0.00044595	0.0032879	0.371513	165	6	-0.20444	0.67331	0.78015	0.974092	15152	3	-0.20444
FAM71C	12	0.0004477	0.0032973	0.371513	166	9	-0.32849	0.59049	0.7205	0.966408	14088	1	-0.32849
CCDC81	12	0.00045164	0.0033297	0.371513	167	7	-0.4078	0.30198	0.45497	0.886743	9616	4	-0.4078
PMFBP1	12	0.00045503	0.0033438	0.371513	168	4	-0.091894	0.71334	0.8172	0.984009	15702	2	-0.091894
VASH1	12	0.00046104	0.0034024	0.371513	169	5	-0.12053	0.86651	0.89543	0.987199	17147	2	-0.12053
PAX5	12	0.00046284	0.0034128	0.371513	170	9	-0.29648	0.99356	0.98747	0.999486	18704	0	-0.29648
MYO1F	12	0.0004644	0.0034133	0.371513	171	4	-0.12746	0.74813	0.83402	0.985378	15984	2	-0.12746
CACNA1F	12	0.00046552	0.0034254	0.371513	172	6	-0.21627	0.68368	0.79331	0.980925	15269	1	-0.21627
TMEM55A	12	0.00046636	0.003429	0.371513	173	8	-0.48343	0.32807	0.48021	0.89062	10096	2	-0.48343
CALCOCO1	12	0.00046982	0.0034327	0.371513	174	9	-0.29231	0.76369	0.84064	0.985378	16113	2	-0.29231
LY6L	12	0.00047175	0.0034541	0.371709	175	7	-0.23067	0.10287	0.1933	0.754502	4810	4	-0.23067
LIMS2	12	0.0004769	0.0035487	0.378435	176	5	-0.16184	0.96943	0.9518	0.991621	18173	1	-0.16184
ECHDC3	12	0.00047843	0.0035566	0.378435	177	4	0.076178	0.17338	0.29583	0.829269	6744	5	0.076178
SPAG6	12	0.00047986	0.0035806	0.378865	178	6	-0.19942	0.78449	0.85256	0.985378	16294	1	-0.19942
DNTTIP1	12	0.00048766	0.0036423	0.382031	179	6	-0.31048	0.74062	0.8311	0.985378	15901	2	-0.31048
HLA-DRB1	12	0.00049036	0.0036517	0.382031	180	5	-0.098288	0.089347	0.17393	0.746672	4377	2	-0.098288
UROD	12	0.00049446	0.0036711	0.382031	181	6	-0.23651	0.63072	0.7518	0.969035	14581	2	-0.23651
COMMD9	12	0.0005	0.0037829	0.387343	182	9	-0.26627	0.99624	0.99243	1.0	18794	0	-0.26627
VWA5A	12	0.00050204	0.0037829	0.387343	183	9	-0.29319	0.71789	0.81832	0.984009	15731	1	-0.29319
DNAJC8	12	0.00050761	0.0038718	0.394256	184	6	-0.22051	0.98122	0.96683	0.99662	18369	1	-0.22051
TARDBP	12	0.00051681	0.0039162	0.39507	185	9	-0.45886	0.99705	0.99437	1.0	18826	0	-0.45886
TATDN3	12	0.00051892	0.0039358	0.39507	186	7	-0.34075	0.72591	0.82287	0.985378	15782	2	-0.34075
IFNGR1	12	0.00052026	0.0039424	0.39507	187	6	-0.27195	0.60397	0.73049	0.966408	14253	2	-0.27195
PBX2	12	0.00052522	0.0039999	0.398723	188	8	-0.46826	0.21411	0.35979	0.873122	7772	2	-0.46826
DPP9-AS1	12	0.00053224	0.0040375	0.400368	189	9	-0.24502	0.033328	0.066366	0.541333	2315	2	-0.24502
OSER1	12	0.00053597	0.0041264	0.402853	190	8	-0.2443	0.99948	0.99892	1.0	18892	0	-0.2443
SEH1L	12	0.00053629	0.0041264	0.402853	191	9	-0.29384	0.9632	0.94731	0.991578	18069	1	-0.29384
ARMCX2	12	0.00054565	0.0042006	0.407936	192	6	-0.26333	0.24572	0.39956	0.873122	8587	3	-0.26333
SZRD1	12	0.00054725	0.0042215	0.407936	193	8	-0.25871	0.99828	0.99638	1.0	18853	0	-0.25871
FGFR1OP	12	0.0005522	0.0042628	0.409836	194	5	-0.16012	0.3675	0.52348	0.91015	10835	3	-0.16012
KLK4	12	0.00056195	0.0043407	0.415217	195	6	-0.3077	0.091349	0.17681	0.746672	4442	4	-0.3077
PRAMEF11	10	0.00057383	0.0037834	0.387343	196	5	-0.24383	0.31758	0.4658	0.89062	9902	3	-0.24383
C16orf90	12	0.00057537	0.0044298	0.421613	197	8	-0.32739	0.28186	0.43436	0.881474	9235	2	-0.32739
TCEA1	12	0.00057992	0.0044787	0.424134	198	9	-0.31732	0.95912	0.94481	0.991578	18015	1	-0.31732
MAGEA12	6	0.00058534	0.0026778	0.359074	199	3	-0.24327	0.11221	0.1796	0.75007	5091	2	-0.24327
MTRNR2L3	12	0.00059878	0.0046661	0.435258	200	8	-0.27287	0.86301	0.89272	0.987199	17097	1	-0.27287
IL22RA2	12	0.00060049	0.0046842	0.435258	201	7	-0.17134	0.92564	0.92851	0.991578	17720	1	-0.17134
ASXL2	12	0.0006053	0.0046962	0.435258	202	7	-0.33359	0.81931	0.86775	0.987199	16626	1	-0.33359
KRT6A	12	0.0006424	0.0048786	0.435258	203	6	-0.20256	0.62852	0.75064	0.969035	14553	2	-0.20256
OR5M11	12	0.00064284	0.0048786	0.435258	204	8	-0.31241	0.95901	0.94481	0.991578	18013	1	-0.31241
RPS6KB1	12	0.00064623	0.0048786	0.435258	205	3	0.13356	0.19282	0.32096	0.832535	7243	4	0.13356
COL28A1	12	0.00064957	0.0048791	0.435258	206	6	-0.13768	0.063836	0.12007	0.657889	3442	5	-0.13768
BCAT2	12	0.00065057	0.0048791	0.435258	207	4	-0.0060126	0.22515	0.37852	0.873122	8061	4	-0.0060126
MTOR	12	0.00065149	0.0049006	0.435258	208	5	-0.009602	0.76926	0.84384	0.985378	16160	1	-0.009602
IGH	12	0.00065691	0.0049262	0.435258	209	5	-0.14336	0.50449	0.65407	0.946235	13054	3	-0.14336
CCR6	12	0.00065834	0.0049267	0.435258	210	8	-0.36818	0.85419	0.88831	0.987199	16985	1	-0.36818
DNAAF4	12	0.0006586	0.0049267	0.435258	211	5	-0.1404	0.80959	0.86167	0.985378	16532	2	-0.1404
NBPF9	12	0.00066888	0.0049978	0.435258	212	8	-0.24838	0.981	0.96635	0.99662	18360	1	-0.24838
CREBBP	12	0.00067029	0.0049983	0.435258	213	7	-0.25859	0.99154	0.98393	0.999124	18651	0	-0.25859
SERPINF2	12	0.00067464	0.0050041	0.435258	214	8	-0.348	0.85851	0.89069	0.987199	17044	1	-0.348
SKAP1	12	0.00067727	0.0050041	0.435258	215	6	-0.20245	0.72603	0.82287	0.985378	15784	1	-0.20245
CXCL13	12	0.00067934	0.0050098	0.435258	216	6	-0.15489	0.45464	0.61858	0.9395	12398	4	-0.15489
RELA	12	0.00068995	0.0050987	0.440956	217	6	-0.27981	0.97874	0.96284	0.996019	18305	1	-0.27981
FRMPD3	12	0.00070053	0.0051421	0.442687	218	8	-0.2723	0.82981	0.87335	0.987199	16723	2	-0.2723
RBMY1F	8	0.00070432	0.0040835	0.402821	219	4	-0.2312	0.40707	0.54273	0.917589	11526	2	-0.2312
TPMT	12	0.00070972	0.0052184	0.444252	220	8	-0.34236	0.99597	0.99186	0.999727	18789	0	-0.34236
OR4C12	12	0.00071486	0.0052357	0.444252	221	6	-0.19202	0.15319	0.26282	0.797587	6212	3	-0.19202
RABGAP1	12	0.0007226	0.0052571	0.444252	222	7	-0.41328	0.64272	0.75887	0.969035	14731	3	-0.41328
OR14A16	12	0.00072928	0.0052806	0.444252	223	4	-0.12285	0.8933	0.91636	0.991379	17496	1	-0.12285
EXOC4	12	0.00072984	0.0052806	0.444252	224	8	-0.24732	0.99889	0.99763	1.0	18873	0	-0.24732
