id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CBFB	12	1.7979e-09	2.6138e-07	5.4e-05	54	11	-0.64284	0.99997	0.99998	1.0	18885	0	-0.64284
RHOA	12	2.4941e-09	2.6138e-07	5.4e-05	55	11	-0.57889	1.0	1.0	1.0	18914	0	-0.57889
UBA2	12	3.0276e-09	2.6138e-07	5.4e-05	56	10	-0.76473	0.99997	0.99998	1.0	18886	0	-0.76473
RBCK1	12	4.6741e-09	2.6138e-07	5.4e-05	57	9	-0.6907	0.99927	0.99935	1.0	18840	0	-0.6907
CHUK	12	5.9325e-09	2.6138e-07	5.4e-05	58	11	-0.80147	1.0	1.0	1.0	18910	0	-0.80147
JAK1	12	6.8481e-09	2.6138e-07	5.4e-05	59	12	-1.2472	1.0	1.0	1.0	18922	0	-1.2472
SUGT1	12	9.9073e-09	2.6138e-07	5.4e-05	60	12	-0.83085	1.0	1.0	1.0	18921	0	-0.83085
SCRIB	12	1.0514e-08	2.6138e-07	5.4e-05	61	10	-0.66231	1.0	1.0	1.0	18911	0	-0.66231
ELOF1	12	1.2554e-08	2.6138e-07	5.4e-05	62	9	-0.46732	0.99996	0.99998	1.0	18883	0	-0.46732
IKBKG	12	1.4572e-08	2.6138e-07	5.4e-05	63	9	-0.84605	0.99758	0.99767	1.0	18776	0	-0.84605
MEN1	12	1.6354e-08	2.6138e-07	5.4e-05	64	12	-0.86975	1.0	1.0	1.0	18923	0	-0.86975
CREBBP	12	1.6403e-08	2.6138e-07	5.4e-05	65	10	-0.7541	0.9999	0.99992	1.0	18876	0	-0.7541
KIDINS220	12	2.4691e-08	2.6138e-07	5.4e-05	66	11	-0.63741	1.0	1.0	1.0	18907	0	-0.63741
SEC62	12	4.9571e-08	2.6138e-07	5.4e-05	67	9	-0.46168	0.88773	0.9408	1.0	17379	1	-0.46168
SPTSSA	12	5.116e-08	2.6138e-07	5.4e-05	68	8	-0.74666	0.98201	0.98122	1.0	18364	0	-0.74666
SH2D1A	12	6.2856e-08	2.6138e-07	5.4e-05	69	11	-0.79974	0.99974	0.99978	1.0	18865	0	-0.79974
MEAF6	12	6.4022e-08	2.6138e-07	5.4e-05	70	10	-0.68224	1.0	1.0	1.0	18909	0	-0.68224
KAT7	12	6.4204e-08	2.6138e-07	5.4e-05	71	11	-0.44554	0.99763	0.99767	1.0	18779	0	-0.44554
OSBP	12	6.7889e-08	2.6138e-07	5.4e-05	72	11	-0.60377	0.98831	0.9884	1.0	18496	0	-0.60377
TADA2B	12	6.9033e-08	2.6138e-07	5.4e-05	73	7	-0.53436	0.88085	0.93717	1.0	17287	1	-0.53436
FGFR1OP	12	7.0034e-08	2.6138e-07	5.4e-05	74	11	-0.40971	0.99999	1.0	1.0	18899	0	-0.40971
TAF13	12	7.3652e-08	2.6138e-07	5.4e-05	75	10	-0.64786	1.0	1.0	1.0	18913	0	-0.64786
DHX36	12	7.6766e-08	2.6138e-07	5.4e-05	76	8	-0.55672	0.24838	0.49902	1.0	8922	2	-0.55672
KIAA1109	12	8.3239e-08	2.6138e-07	5.4e-05	77	11	-0.50437	0.99996	0.99998	1.0	18884	0	-0.50437
TAF2	12	8.3492e-08	2.6138e-07	5.4e-05	78	8	-0.39875	0.99944	0.99953	1.0	18846	0	-0.39875
UBE2I	12	8.5639e-08	2.6138e-07	5.4e-05	79	9	-0.5423	0.99999	1.0	1.0	18895	0	-0.5423
TBX21	12	8.7596e-08	2.6138e-07	5.4e-05	80	9	-0.49837	0.99533	0.99576	1.0	18701	0	-0.49837
PRKAR1A	12	9.3572e-08	2.6138e-07	5.4e-05	81	8	-0.64983	0.99919	0.9992	1.0	18836	0	-0.64983
DHX29	12	9.4529e-08	2.6138e-07	5.4e-05	82	12	-0.47221	1.0	1.0	1.0	18919	0	-0.47221
COG4	12	1.0234e-07	2.6138e-07	5.4e-05	83	10	-0.65606	0.9837	0.98289	1.0	18401	0	-0.65606
RELA	12	1.3207e-07	2.6138e-07	5.4e-05	84	11	-0.74892	0.99999	1.0	1.0	18896	0	-0.74892
XPO6	12	1.5681e-07	2.6138e-07	5.4e-05	85	8	-0.46811	0.99791	0.99782	1.0	18788	0	-0.46811
CASD1	12	1.6784e-07	2.6138e-07	5.4e-05	86	5	-0.24802	0.14797	0.34864	1.0	6338	3	-0.24802
BRPF1	12	1.7845e-07	2.6138e-07	5.4e-05	87	9	-0.52428	0.58105	0.78912	1.0	14191	1	-0.52428
DHDDS	12	1.8215e-07	2.6138e-07	5.4e-05	88	11	-0.58678	1.0	1.0	1.0	18917	0	-0.58678
COG3	12	2.572e-07	2.6138e-07	5.4e-05	89	7	-0.64452	0.67333	0.84332	1.0	15350	1	-0.64452
PRKD2	12	2.9688e-07	2.6138e-07	5.4e-05	90	11	-0.5558	0.85531	0.92335	1.0	16994	1	-0.5558
EIF2B2	12	3.7979e-07	2.6138e-07	5.4e-05	91	9	-0.78612	0.98029	0.97925	1.0	18322	1	-0.78612
CD4	12	4.3478e-07	7.8413e-07	0.000161	92	10	-0.38156	0.85575	0.92417	1.0	16999	1	-0.38156
SULT2B1	12	5.4797e-07	1.3069e-06	0.000263	93	5	-0.069808	0.36535	0.61787	1.0	11153	4	-0.069808
ERC1	12	6.4229e-07	1.3069e-06	0.000263	94	3	-0.07438	0.31329	0.56375	1.0	10152	3	-0.07438
DDA1	12	9.3209e-07	1.8296e-06	0.000354	95	11	-0.54428	0.99998	0.99999	1.0	18889	0	-0.54428
PTPRCAP	12	1.0691e-06	1.8296e-06	0.000354	96	9	-0.53947	0.98147	0.9806	1.0	18355	0	-0.53947
IWS1	12	1.3356e-06	1.8296e-06	0.000354	97	8	-0.5025	0.95032	0.96154	1.0	17866	1	-0.5025
ITGB2	12	1.4373e-06	1.8296e-06	0.000354	98	11	-0.39775	0.93421	0.95419	1.0	17713	1	-0.39775
TRIM21	12	1.6634e-06	2.3524e-06	0.000416	99	9	-0.40638	0.89958	0.94548	1.0	17495	1	-0.40638
ATP6V1C1	12	1.7622e-06	2.3524e-06	0.000416	100	9	-0.73199	0.9828	0.98169	1.0	18378	0	-0.73199
JUN	12	1.9256e-06	2.3524e-06	0.000416	101	9	-0.49443	0.99788	0.9978	1.0	18787	0	-0.49443
LOC101927322	12	1.9347e-06	2.3524e-06	0.000416	102	8	-0.73141	0.77792	0.88982	1.0	16299	1	-0.73141
SPCS2	12	1.9552e-06	2.3524e-06	0.000416	103	4	0.051115	0.38141	0.63712	1.0	11439	3	0.051115
FITM2	12	1.9786e-06	2.3524e-06	0.000416	104	4	0.070201	0.95584	0.96372	1.0	17906	1	0.070201
GOSR1	12	2.0302e-06	2.3524e-06	0.000416	105	9	-0.41984	0.85783	0.92498	1.0	17015	2	-0.41984
TRADD	12	2.0625e-06	2.3524e-06	0.000416	106	11	-0.54761	1.0	1.0	1.0	18908	0	-0.54761
FNDC4	12	2.1839e-06	2.3524e-06	0.000416	107	3	0.088659	0.027249	0.089	0.798263	2101	4	0.088659
PIP4K2A	12	2.5913e-06	2.8752e-06	0.000504	108	7	-0.51507	0.64237	0.8269	1.0	14961	1	-0.51507
TAF7	12	3.1827e-06	3.3979e-06	0.00059	109	8	-0.58755	0.36542	0.61787	1.0	11154	2	-0.58755
SP2	12	3.6462e-06	3.9207e-06	0.000663	110	9	-0.40023	0.99867	0.99873	1.0	18817	0	-0.40023
SYT15	12	3.6988e-06	3.9207e-06	0.000663	111	8	-0.22024	0.55674	0.77007	1.0	13921	1	-0.22024
SCAF4	12	3.8178e-06	3.9207e-06	0.000663	112	10	-0.49759	0.99948	0.99956	1.0	18848	0	-0.49759
RAET1L	12	4.0461e-06	4.4434e-06	0.000738	113	5	-0.15528	0.54899	0.76354	1.0	13827	3	-0.15528
DOLPP1	12	4.0938e-06	4.4434e-06	0.000738	114	9	-0.57297	0.32195	0.57574	1.0	10309	3	-0.57297
EXOC2	12	4.7164e-06	4.9662e-06	0.00079	115	10	-0.49225	0.99992	0.99993	1.0	18878	0	-0.49225
FAF2	12	4.9743e-06	4.9662e-06	0.00079	116	7	-0.59211	0.98886	0.98923	1.0	18510	0	-0.59211
MYLIP	12	5.0549e-06	4.9662e-06	0.00079	117	10	-0.35495	0.96233	0.96687	1.0	17979	1	-0.35495
SLC38A6	12	5.0676e-06	4.9662e-06	0.00079	118	9	-0.25524	0.97246	0.97351	1.0	18158	1	-0.25524
TARS	12	5.1097e-06	4.9662e-06	0.00079	119	5	-0.12812	0.74688	0.87876	1.0	16045	2	-0.12812
AMBRA1	12	5.1853e-06	5.4889e-06	0.000866	120	9	-0.44175	0.99995	0.99997	1.0	18882	0	-0.44175
MAP2K7	12	6.0718e-06	7.0572e-06	0.001096	121	10	-0.43165	0.99904	0.99907	1.0	18831	0	-0.43165
SPCS3	12	6.1533e-06	7.0572e-06	0.001096	122	8	-0.69984	0.57207	0.78218	1.0	14085	1	-0.69984
VPS37C	12	6.5638e-06	8.6255e-06	0.001307	123	8	-0.41366	0.40421	0.65352	1.0	11864	2	-0.41366
SBNO1	12	6.82e-06	8.6255e-06	0.001307	124	10	-0.34776	0.99503	0.99539	1.0	18691	0	-0.34776
HDAC7	12	6.9369e-06	8.6255e-06	0.001307	125	8	-0.52269	0.99928	0.99935	1.0	18841	0	-0.52269
TAF8	12	7.9781e-06	1.1239e-05	0.001676	126	9	-0.56105	0.41671	0.66699	1.0	12109	2	-0.56105
COL4A3BP	12	8.014e-06	1.1239e-05	0.001676	127	9	-0.49861	0.60291	0.80327	1.0	14453	1	-0.49861
NDFIP2	12	9.9179e-06	1.5944e-05	0.002359	128	8	-0.2536	0.85398	0.92287	1.0	16980	1	-0.2536
MOB4	12	1.0411e-05	1.699e-05	0.002494	129	9	-0.52826	0.95589	0.96372	1.0	17909	1	-0.52826
SUMO2	12	1.2012e-05	2.3263e-05	0.003389	130	9	-0.41563	0.99699	0.99724	1.0	18753	0	-0.41563
LACC1	12	1.2297e-05	2.5354e-05	0.003666	131	5	-0.022203	0.21647	0.44968	1.0	8199	4	-0.022203
CALD1	12	1.2963e-05	2.6399e-05	0.003788	132	9	-0.42596	0.70504	0.86229	1.0	15738	1	-0.42596
ZBTB21	12	1.3858e-05	3.2672e-05	0.004653	133	10	-0.49376	0.80714	0.90171	1.0	16559	1	-0.49376
ATPAF1	12	1.557e-05	3.8423e-05	0.005431	134	7	-0.31972	0.4758	0.72098	1.0	13000	1	-0.31972
FAM208A	12	1.604e-05	4.2082e-05	0.005904	135	10	-0.50613	0.99495	0.99539	1.0	18689	0	-0.50613
ZACN	12	1.7608e-05	4.5741e-05	0.006335	136	7	-0.46645	0.91918	0.94891	1.0	17606	1	-0.46645
HIF1A	12	1.7779e-05	4.6264e-05	0.006335	137	10	-0.40148	0.8889	0.94187	1.0	17400	1	-0.40148
REL	12	1.9148e-05	4.6787e-05	0.006335	138	10	-0.33636	0.99999	1.0	1.0	18897	0	-0.33636
RIPOR2	12	1.9534e-05	4.7309e-05	0.006335	139	9	-0.38016	0.99995	0.99996	1.0	18881	0	-0.38016
TAF10	12	1.9827e-05	4.7309e-05	0.006335	140	8	-0.86524	0.51405	0.74362	1.0	13418	1	-0.86524
HEATR5B	12	2.0317e-05	4.7309e-05	0.006335	141	9	-0.43996	0.96291	0.96752	1.0	17991	1	-0.43996
SUPT5H	12	2.0623e-05	4.7832e-05	0.006335	142	7	-0.60099	0.97617	0.97536	1.0	18228	1	-0.60099
HSD17B12	12	2.0998e-05	4.7832e-05	0.006335	143	9	-0.33961	0.51097	0.74115	1.0	13376	1	-0.33961
ING5	12	2.1297e-05	4.8878e-05	0.006341	144	7	-0.46339	0.39002	0.6446	1.0	11594	2	-0.46339
MED12	12	2.1363e-05	4.8878e-05	0.006341	145	9	-0.55015	0.89193	0.94367	1.0	17443	1	-0.55015
PGBD5	12	2.1539e-05	4.8878e-05	0.006341	146	4	-0.16618	0.62482	0.81786	1.0	14695	3	-0.16618
DDX60L	12	2.1869e-05	4.9923e-05	0.006432	147	4	0.067168	0.2741	0.53108	1.0	9428	4	0.067168
SLC3A2	12	2.2877e-05	5.1491e-05	0.00659	148	5	-0.10481	0.65307	0.8321	1.0	15112	3	-0.10481
RRAS2	12	2.5079e-05	5.4105e-05	0.006878	149	9	-0.49512	0.82533	0.90995	1.0	16711	1	-0.49512
ZMYND11	12	2.9393e-05	6.2992e-05	0.007954	150	9	-0.50524	0.95835	0.96489	1.0	17931	1	-0.50524
UTP14C	12	3.052e-05	6.456e-05	0.008098	151	8	-0.53265	0.90809	0.94725	1.0	17541	1	-0.53265
SUPT20H	12	3.1737e-05	6.8742e-05	0.008566	152	9	-0.48326	0.99634	0.99677	1.0	18735	0	-0.48326
ZNF639	12	3.3989e-05	7.5538e-05	0.009351	153	7	-0.30975	0.99957	0.99964	1.0	18855	0	-0.30975
ZFAND2B	12	3.8307e-05	9.0698e-05	0.011155	154	8	-0.58926	0.60829	0.80619	1.0	14506	2	-0.58926
TNFRSF1B	12	4.2346e-05	0.00010272	0.012552	155	8	-0.42124	0.83905	0.9168	1.0	16833	1	-0.42124
GPX7	12	4.252e-05	0.00010377	0.012598	156	4	-0.071934	0.86911	0.93013	1.0	17138	1	-0.071934
NLRC3	12	4.2747e-05	0.00010481	0.012644	157	9	-0.45324	0.97679	0.97629	1.0	18237	1	-0.45324
BCAT2	12	4.3286e-05	0.00010638	0.012672	158	7	-0.23993	0.40128	0.65142	1.0	11812	3	-0.23993
ROPN1B	12	4.345e-05	0.00010638	0.012672	159	3	0.025423	0.21497	0.44833	1.0	8163	5	0.025423
SUPT7L	12	4.4789e-05	0.00010899	0.012902	160	9	-0.46469	0.99987	0.99989	1.0	18874	0	-0.46469
RTP2	12	4.9236e-05	0.00012259	0.014421	161	4	-0.083184	0.030951	0.098652	0.824932	2259	4	-0.083184
ALG14	12	4.9466e-05	0.00012337	0.014424	162	8	-0.2935	0.9995	0.99957	1.0	18849	0	-0.2935
ITGAL	12	5.3158e-05	0.00013095	0.015216	163	10	-0.28799	0.99984	0.99986	1.0	18870	0	-0.28799
ETF1	12	5.473e-05	0.00013409	0.015358	164	9	-0.56096	1.0	1.0	1.0	18902	0	-0.56096
KMT2A	12	5.6318e-05	0.00013461	0.015358	165	6	-0.24397	0.16049	0.36366	1.0	6688	3	-0.24397
IKBKB	12	5.6615e-05	0.00013461	0.015358	166	7	-0.42971	0.77335	0.88846	1.0	16245	1	-0.42971
FERMT3	12	6.1008e-05	0.00014977	0.016986	167	7	-0.38918	0.55005	0.76422	1.0	13840	2	-0.38918
NYNRIN	12	6.3005e-05	0.000155	0.017371	168	4	0.16287	0.094463	0.25096	0.976082	4846	5	0.16287
NKX6-1	12	6.3011e-05	0.000155	0.017371	169	7	-0.39706	0.99065	0.99119	1.0	18556	0	-0.39706
RPN2	12	6.6112e-05	0.00017016	0.018847	170	7	-0.36653	0.93596	0.95487	1.0	17726	1	-0.36653
SRD5A2	12	6.6421e-05	0.00017016	0.018847	171	6	-0.25682	0.60967	0.80772	1.0	14528	2	-0.25682
MMP24	12	6.9337e-05	0.00018113	0.019774	172	4	0.0071487	0.14152	0.33818	1.0	6139	4	0.0071487
CARD11	12	7.0514e-05	0.00018166	0.019774	173	6	-0.29885	0.94829	0.96052	1.0	17841	1	-0.29885
RDX	12	7.052e-05	0.00018166	0.019774	174	5	-0.017819	0.19569	0.41379	1.0	7651	3	-0.017819
HOXD13	12	7.1714e-05	0.00018375	0.019887	175	4	0.11856	0.0011304	0.0049555	0.23943	392	6	0.11856
CAPZA1	12	7.2843e-05	0.00019107	0.020386	176	7	-0.2955	0.98979	0.99023	1.0	18537	0	-0.2955
FLVCR2	12	7.2917e-05	0.00019107	0.020386	177	5	0.00091046	0.091859	0.24646	0.976082	4767	5	0.00091046
ARID4B	12	7.3523e-05	0.00019159	0.020386	178	2	0.17401	0.042764	0.13523	0.89356	2787	6	0.17401
SLC25A30	12	7.7949e-05	0.00019943	0.021102	179	9	-0.42945	0.92603	0.95205	1.0	17657	1	-0.42945
LRIG1	12	7.8456e-05	0.00020205	0.02126	180	6	-0.17776	0.05345	0.15807	0.89356	3225	4	-0.17776
EMP3	12	8.0969e-05	0.00021564	0.022564	181	9	-0.5093	0.99752	0.9976	1.0	18773	0	-0.5093
LIMS2	12	8.2261e-05	0.00021825	0.022712	182	5	-0.042637	0.63312	0.8229	1.0	14819	3	-0.042637
DPP9-AS1	12	8.4847e-05	0.00022086	0.022793	183	6	-0.087362	0.24121	0.49158	1.0	8794	4	-0.087362
PIK3R1	12	8.5339e-05	0.00022191	0.022793	184	6	-0.25712	0.99863	0.99873	1.0	18813	0	-0.25712
HSPA5	12	8.7982e-05	0.00022452	0.022793	185	8	-0.60513	0.99461	0.99501	1.0	18676	0	-0.60513
COG1	12	8.8096e-05	0.00022452	0.022793	186	9	-0.43963	0.99986	0.99988	1.0	18873	0	-0.43963
CHCHD10	12	8.86e-05	0.00022505	0.022793	187	6	-0.25042	0.83003	0.91262	1.0	16751	2	-0.25042
CNP	12	8.88e-05	0.00022766	0.022936	188	2	-0.029364	0.56987	0.77932	1.0	14054	3	-0.029364
ARNT	12	9.0581e-05	0.0002308	0.023129	189	8	-0.39404	0.1418	0.33901	1.0	6146	3	-0.39404
INPP1	12	9.3525e-05	0.00023341	0.023267	190	7	-0.38504	0.037962	0.12119	0.893348	2548	3	-0.38504
KCNIP3	12	9.9779e-05	0.00024962	0.024752	191	4	-0.17763	0.24472	0.49545	1.0	8869	1	-0.17763
HUS1	12	0.00010083	0.00025903	0.025552	192	8	-0.5219	0.99734	0.99745	1.0	18765	0	-0.5219
CD27	12	0.00010664	0.00027575	0.026973	193	6	-0.22703	0.99693	0.99709	1.0	18751	0	-0.22703
IL21R	12	0.00010696	0.00027628	0.026973	194	9	-0.34118	0.99623	0.99656	1.0	18732	0	-0.34118
NSFL1C	12	0.00010843	0.00027941	0.027139	195	2	0.17543	0.014182	0.046892	0.64306	1374	6	0.17543
PRRC2B	12	0.00010917	0.00028464	0.027506	196	4	0.13037	0.30379	0.55636	1.0	9975	4	0.13037
VPS41	12	0.00011289	0.00029039	0.027878	197	6	-0.25917	0.97413	0.97418	1.0	18192	1	-0.25917
TRIM24	12	0.00011473	0.00029144	0.027878	198	8	-0.26948	0.99588	0.99639	1.0	18718	0	-0.26948
NAPA	12	0.00011864	0.00030712	0.02923	199	9	-0.46873	0.99518	0.99551	1.0	18695	0	-0.46873
IFNGR1	12	0.00012241	0.00031757	0.030074	200	9	-0.46756	0.99971	0.99977	1.0	18862	0	-0.46756
PARP6	12	0.00012391	0.0003228	0.030316	201	9	-0.31268	0.79549	0.89735	1.0	16464	2	-0.31268
DNTTIP1	12	0.00012509	0.00032332	0.030316	202	8	-0.41107	0.96514	0.96919	1.0	18021	1	-0.41107
ANKDD1B	12	0.00012752	0.00032803	0.030605	203	6	-0.26191	0.71956	0.86553	1.0	15843	1	-0.26191
SLC6A3	12	0.00012919	0.00033378	0.030989	204	6	-0.22512	0.40798	0.65602	1.0	11940	3	-0.22512
FAM133B	12	0.00013515	0.00034998	0.032335	205	6	-0.27216	0.24446	0.49545	1.0	8863	3	-0.27216
PGGT1B	12	0.0001374	0.00035626	0.032597	206	8	-0.43731	0.96493	0.96885	1.0	18016	1	-0.43731
PTGER2	12	0.00013817	0.00035626	0.032597	207	3	0.01557	0.64824	0.82992	1.0	15049	3	0.01557
DNAJB9	12	0.00014069	0.00035992	0.032773	208	9	-0.37079	0.55339	0.76838	1.0	13892	2	-0.37079
ATIC	12	0.00014451	0.00037246	0.033276	209	7	-0.29788	0.99951	0.99959	1.0	18851	0	-0.29788
MBD2	12	0.00014599	0.00037246	0.033276	210	6	-0.029526	0.59325	0.79768	1.0	14348	3	-0.029526
NDUFB1	12	0.00014659	0.00037246	0.033276	211	6	-0.14763	0.47758	0.72245	1.0	13017	2	-0.14763
SPRYD3	12	0.00015256	0.00038135	0.033798	212	8	-0.3679	0.99882	0.99883	1.0	18821	0	-0.3679
SKIV2L	12	0.0001535	0.00038187	0.033798	213	6	-0.28679	0.66044	0.83639	1.0	15204	1	-0.28679
MAP3K14	12	0.0001599	0.00039076	0.034423	214	8	-0.38884	0.97667	0.97593	1.0	18235	1	-0.38884
SYK	12	0.00017705	0.00043101	0.037793	215	6	-0.11983	0.027634	0.090227	0.798263	2122	4	-0.11983
TAF5	12	0.00018229	0.0004446	0.038805	216	6	-0.28162	0.35996	0.6119	1.0	11058	3	-0.28162
GSTA2	6	0.00018546	0.00036514	0.03309	217	3	-0.2477	0.42649	0.58032	1.0	12283	2	-0.2477
LOC100289561	12	0.0001874	0.00046917	0.040762	218	7	-0.35855	0.5355	0.758	1.0	13659	3	-0.35855
