sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
sgKRT2_2	KRT2	897.89	8436.5	897.89	8436.5	3.2306	2.8415e+07	4.1627e+06	3.6949	0.99984	0.00016414	0.00032827	0.025669	True
sgRPL11_6	RPL11	2878.8	1.6362	2878.8	1.6362	-10.093	4.139e+06	5.6676e+07	3.6639	0.0001242	0.99988	0.00024841	0.022075	False
sgUPF1_1	UPF1	2475.5	0	2475.5	0	-11.274	3.064e+06	4.041e+07	3.6221	0.00014611	0.99985	0.00029222	0.023906	False
sgCSN2_6	CSN2	853.76	7836	853.76	7836	3.1967	2.4376e+07	3.7181e+06	3.621	0.99978	0.00021864	0.00043729	0.025669	True
sgEIF2S3_10	EIF2S3	2465.7	1.6362	2465.7	1.6362	-9.8699	3.0358e+06	4.0052e+07	3.621	0.00014674	0.99985	0.00029347	0.023906	False
sgMRGPRX2_6	MRGPRX2	2736.6	28479	2736.6	28479	3.379	3.3133e+08	5.0593e+07	3.6191	0.99977	0.00022747	0.00045495	0.025669	True
sgRPS19_10	RPS19	2088.8	0	2088.8	0	-11.029	2.1814e+06	2.7614e+07	3.5746	0.00017539	0.99982	0.00035078	0.025669	False
sgBYSL_6	BYSL	2044.6	1.6362	2044.6	1.6362	-9.5998	2.0869e+06	2.6324e+07	3.5686	0.00017946	0.99982	0.00035892	0.025669	False
sgRBPJL_4	RBPJL	1920.2	1.6362	1920.2	1.6362	-9.5093	1.8405e+06	2.2869e+07	3.5509	0.00019198	0.99981	0.00038396	0.025669	False
sgNOP56_8	NOP56	1821.5	1.6362	1821.5	1.6362	-9.4332	1.656e+06	2.0318e+07	3.5359	0.00020317	0.9998	0.00040634	0.025669	False
sgUBTF_6	UBTF	1717.9	1.6362	1717.9	1.6362	-9.3488	1.4729e+06	1.782e+07	3.5193	0.00021635	0.99978	0.0004327	0.025669	False
sgUSP5_8	USP5	1715.5	1.6362	1715.5	1.6362	-9.3468	1.4687e+06	1.7763e+07	3.5189	0.00021668	0.99978	0.00043337	0.025669	False
sgRNASE9_2	RNASE9	1482.6	14068	1482.6	14068	3.2454	7.9201e+07	1.2808e+07	3.5167	0.99967	0.0003307	0.0006614	0.026389	True
sgKRT78_4	KRT78	89.483	631.59	89.483	631.59	2.8056	1.4694e+05	23780	3.5154	0.99969	0.00030526	0.00061052	0.025669	True
sgPSMB2_6	PSMB2	1593.5	1.6362	1593.5	1.6362	-9.2404	1.2671e+06	1.5057e+07	3.4978	0.00023453	0.99977	0.00046906	0.025669	False
sgIL31_7	IL31	1550.6	1.6362	1550.6	1.6362	-9.2011	1.1997e+06	1.4163e+07	3.49	0.0002415	0.99976	0.00048299	0.025669	False
sgNUF2_3	NUF2	1497.3	0	1497.3	0	-10.549	1.121e+06	1.3095e+07	3.48	0.00025073	0.99975	0.00050147	0.025669	False
sgKRTAP10-4_2	KRTAP10-4	1433	0	1433	0	-10.486	1.0267e+06	1.1867e+07	3.4673	0.00026283	0.99974	0.00052565	0.025669	False
sgCSN2_5	CSN2	1427.4	0	1427.4	0	-10.48	1.0188e+06	1.1765e+07	3.4662	0.00026392	0.99974	0.00052783	0.025669	False
sgKRT73_3	KRT73	1406	0	1406	0	-10.458	9.884e+05	1.1372e+07	3.4619	0.00026823	0.99973	0.00053647	0.025669	False
sgHNRNPU_9	HNRNPU	1388.2	0	1388.2	0	-10.44	9.6356e+05	1.1053e+07	3.4582	0.00027192	0.99973	0.00054383	0.025669	False
sgWDR33_5	WDR33	1338	1.6362	1338	1.6362	-8.9884	8.9287e+05	1.0176e+07	3.4475	0.00028288	0.99972	0.00056576	0.025669	False
sgEIF2S3_2	EIF2S3	2532.5	3.2725	2532.5	3.2725	-9.2118	3.1985e+06	4.2525e+07	3.4453	0.00028516	0.99971	0.00057033	0.025669	False
sgDMRTC2_10	DMRTC2	124.42	891.75	124.42	891.75	2.8315	2.944e+05	49717	3.4414	0.99959	0.00040666	0.00081332	0.026415	True
sgECD_6	ECD	1308.5	1.6362	1308.5	1.6362	-8.9564	8.5399e+05	9.6813e+06	3.4411	0.0002897	0.99971	0.0005794	0.025669	False
sgPTPN23_9	PTPN23	1272.4	0	1272.4	0	-10.314	8.0947e+05	9.092e+06	3.4329	0.00029853	0.9997	0.00059706	0.025669	False
sgZNF574_7	ZNF574	1272.4	0	1272.4	0	-10.314	8.0947e+05	9.092e+06	3.4329	0.00029853	0.9997	0.00059706	0.025669	False
sgIL3_6	IL3	184.48	1371.2	184.48	1371.2	2.8871	7.0412e+05	1.2009e+05	3.4244	0.99956	0.00043844	0.00087688	0.026465	True
sgARL2_9	ARL2	1233.8	0	1233.8	0	-10.27	7.6108e+05	8.4852e+06	3.424	0.00030855	0.99969	0.0006171	0.025669	False
sgRPS5_10	RPS5	2262.2	3.2725	2262.2	3.2725	-9.0491	2.5514e+06	3.3021e+07	3.4124	0.00032197	0.99968	0.00064394	0.026227	False
sgKRTAP15-1_4	KRTAP15-1	1680.6	15710	1680.6	15710	3.2239	9.8407e+07	1.6962e+07	3.4063	0.9995	0.00050009	0.0010002	0.02754	True
sgKCNK16_8	KCNK16	1214.1	10922	1214.1	10922	3.1682	4.712e+07	8.1859e+06	3.393	0.99948	0.00052026	0.0010405	0.028253	True
sgDDX21_10	DDX21	1099.5	0	1099.5	0	-10.104	6.0449e+05	6.5548e+06	3.3903	0.00034904	0.99965	0.00069808	0.026415	False
sgBUD31_2	BUD31	2086.3	3.2725	2086.3	3.2725	-8.9323	2.1695e+06	2.7542e+07	3.3886	0.00035124	0.99965	0.00070249	0.026415	False
sgRAN_8	RAN	1071.3	1.6362	1071.3	1.6362	-8.6681	5.7214e+05	6.1841e+06	3.3827	0.00035888	0.99964	0.00071776	0.026415	False
sgSLC22A8_3	SLC22A8	2929	4.9087	2929	4.9087	-8.9539	4.2753e+06	5.8917e+07	3.3775	0.00036576	0.99963	0.00073153	0.026415	False
sgMAGEC3_9	MAGEC3	845.8	7279.6	845.8	7279.6	3.104	2.0697e+07	3.6408e+06	3.3719	0.99944	0.00055612	0.0011122	0.028672	True
sgARL2_3	ARL2	1969.8	3.2725	1969.8	3.2725	-8.8495	1.9337e+06	2.4215e+07	3.3716	0.0003736	0.99963	0.00074721	0.026415	False
sgCDX2_5	CDX2	1012.5	1.6362	1012.5	1.6362	-8.5867	5.1093e+05	5.4487e+06	3.3661	0.00038124	0.99962	0.00076247	0.026415	False
sgPOLR2C_8	POLR2C	1004.5	0	1004.5	0	-9.9738	5.0455e+05	5.3531e+06	3.3637	0.00038447	0.99962	0.00076894	0.026415	False
sgPSMB2_2	PSMB2	1002.1	0	1002.1	0	-9.9702	5.0209e+05	5.3239e+06	3.363	0.00038548	0.99961	0.00077096	0.026415	False
sgSLC34A1_4	SLC34A1	2669.2	25903	2669.2	25903	3.2782	2.6991e+08	4.7842e+07	3.3591	0.9994	0.0006013	0.0012026	0.028672	True
sgRPL27A_6	RPL27A	3570.1	6.545	3570.1	6.545	-8.8866	6.3495e+06	9.1813e+07	3.357	0.00039403	0.99961	0.00078807	0.026415	False
sgRAN_5	RAN	1824.6	3.2725	1824.6	3.2725	-8.7391	1.6586e+06	2.0395e+07	3.3489	0.00040564	0.99959	0.00081128	0.026415	False
sgWEE1_4	WEE1	941.41	0	941.41	0	-9.8802	4.4313e+05	4.6284e+06	3.3445	0.0004121	0.99959	0.00082421	0.026415	False
sgCTCFL_5	CTCFL	262.93	1984.8	262.93	1984.8	2.9115	1.4823e+06	2.6558e+05	3.3411	0.9994	0.00060031	0.0012006	0.028672	True
sgZIM3_10	ZIM3	1673.8	15333	1673.8	15333	3.1947	9.329e+07	1.681e+07	3.3315	0.99934	0.00065585	0.0013117	0.028881	True
sgRPS16_2	RPS16	1671.4	3.2725	1671.4	3.2725	-8.6126	1.3913e+06	1.6755e+07	3.3227	0.0004457	0.99955	0.00089139	0.026465	False
sgIL3_2	IL3	1637.7	3.2725	1637.7	3.2725	-8.5832	1.3356e+06	1.6007e+07	3.3166	0.00045555	0.99954	0.0009111	0.026465	False
sgMFRP_3	MFRP	854.99	1.6362	854.99	1.6362	-8.343	3.6411e+05	3.7301e+06	3.3159	0.00045677	0.99954	0.00091354	0.026465	False
sgERCC3_6	ERCC3	848.25	1.6362	848.25	1.6362	-8.3316	3.5838e+05	3.6645e+06	3.3135	0.00046065	0.99954	0.0009213	0.026465	False
sgRBX1_2	RBX1	839.67	0	839.67	0	-9.7154	3.5252e+05	3.5819e+06	3.3105	0.00046568	0.99953	0.00093136	0.026465	False
sgXKR7_7	XKR7	804.73	6777.3	804.73	6777.3	3.0726	1.7836e+07	3.2565e+06	3.3097	0.99931	0.00069481	0.0013896	0.028881	True
sgUBA1_4	UBA1	3039.4	6.545	3039.4	6.545	-8.6545	4.599e+06	6.4008e+07	3.3087	0.00046867	0.99953	0.00093733	0.026465	False
sgCPSF2_6	CPSF2	829.86	0	829.86	0	-9.6985	3.4434e+05	3.4889e+06	3.307	0.00047156	0.99953	0.00094312	0.026465	False
sgPOLR3A_6	POLR3A	826.18	0	826.18	0	-9.6921	3.4129e+05	3.4543e+06	3.3056	0.0004738	0.99953	0.00094761	0.026465	False
sgHNRNPK_1	HNRNPK	737.93	0	737.93	0	-9.5293	2.7227e+05	2.6817e+06	3.2717	0.00053454	0.99947	0.0010691	0.028631	False
sgBARHL1_3	BARHL1	704.22	1.6362	704.22	1.6362	-8.0634	2.4681e+05	2.4149e+06	3.2576	0.00056189	0.99944	0.0011238	0.028672	False
sgNUDC_4	NUDC	703.61	0	703.61	0	-9.4607	2.4753e+05	2.4102e+06	3.2573	0.00056241	0.99944	0.0011248	0.028672	False
sgPCNA_5	PCNA	3708.6	9.8175	3708.6	9.8175	-8.4218	6.8406e+06	9.999e+07	3.2548	0.00056732	0.99943	0.0011346	0.028672	False
sgYARS2_4	YARS2	680.32	0	680.32	0	-9.4122	2.3141e+05	2.2351e+06	3.2471	0.00058298	0.99942	0.001166	0.028672	False
sgPSMB2_4	PSMB2	672.96	1.6362	672.96	1.6362	-7.998	2.2534e+05	2.1813e+06	3.2438	0.00058978	0.99941	0.0011796	0.028672	False
sgNUF2_9	NUF2	670.51	0	670.51	0	-9.3913	2.2479e+05	2.1635e+06	3.2427	0.00059208	0.99941	0.0011842	0.028672	False
sgZG16_4	ZG16	623.32	1.6362	623.32	1.6362	-7.8876	1.9324e+05	1.8371e+06	3.2204	0.00063999	0.99936	0.00128	0.028881	False
sgRPL19_7	RPL19	623.32	0	623.32	0	-9.2861	1.9426e+05	1.8371e+06	3.2204	0.00063999	0.99936	0.00128	0.028881	False
sgUBA1_10	UBA1	622.7	0	622.7	0	-9.2847	1.9388e+05	1.833e+06	3.2201	0.00064066	0.99936	0.0012813	0.028881	False
sgSP8_4	SP8	615.96	0	615.96	0	-9.269	1.897e+05	1.7889e+06	3.2168	0.00064814	0.99935	0.0012963	0.028881	False
sgOLIG3_4	OLIG3	2645.9	8.1812	2645.9	8.1812	-8.1714	3.4787e+06	4.6911e+07	3.2029	0.00068019	0.99932	0.0013604	0.028881	False
sgMAGEC3_3	MAGEC3	585.93	1.6362	585.93	1.6362	-7.7986	1.707e+05	1.5993e+06	3.2015	0.0006836	0.99932	0.0013672	0.028881	False
sgGTPBP4_10	GTPBP4	585.93	0	585.93	0	-9.197	1.7166e+05	1.5993e+06	3.2015	0.0006836	0.99932	0.0013672	0.028881	False
sgBYSL_1	BYSL	1116.7	3.2725	1116.7	3.2725	-8.0312	6.1986e+05	6.7863e+06	3.2002	0.0006867	0.99931	0.0013734	0.028881	False
sgDRGX_4	DRGX	573.67	0	573.67	0	-9.1666	1.6455e+05	1.5253e+06	3.195	0.00069917	0.9993	0.0013983	0.028881	False
sgKRT78_6	KRT78	561.41	0	561.41	0	-9.1355	1.5759e+05	1.4532e+06	3.1883	0.00071545	0.99928	0.0014309	0.028881	False
sgPOLR1A_6	POLR1A	1070.1	3.2725	1070.1	3.2725	-7.9698	5.6908e+05	6.1682e+06	3.187	0.00071874	0.99928	0.0014375	0.028881	False
sgTCP1_6	TCP1	1067.1	3.2725	1067.1	3.2725	-7.9657	5.6581e+05	6.1287e+06	3.1861	0.00072095	0.99928	0.0014419	0.028881	False
sgTHOC2_2	THOC2	557.12	0	557.12	0	-9.1244	1.5519e+05	1.4285e+06	3.186	0.00072132	0.99928	0.0014426	0.028881	False
sgRPL19_4	RPL19	555.28	0	555.28	0	-9.1197	1.5417e+05	1.4179e+06	3.185	0.00072386	0.99928	0.0014477	0.028881	False
sgFAM47A_8	FAM47A	536.9	0	536.9	0	-9.0712	1.4413e+05	1.3149e+06	3.1746	0.00075029	0.99925	0.0015006	0.029633	False
sgKCNK18_6	KCNK18	2085.1	18730	2085.1	18730	3.1666	1.3853e+08	2.7506e+07	3.1738	0.99885	0.0011495	0.0022991	0.03714	True
sgBARHL1_5	BARHL1	517.9	1.6362	517.9	1.6362	-7.6208	1.3326e+05	1.2129e+06	3.1634	0.00077963	0.99922	0.0015593	0.030483	False
sgSLC34A1_5	SLC34A1	115.22	762.49	115.22	762.49	2.7157	2.0948e+05	41869	3.1633	0.99891	0.0010935	0.0021869	0.036543	True
sgTUBGCP2_6	TUBGCP2	972.05	3.2725	972.05	3.2725	-7.8313	4.6927e+05	4.9729e+06	3.1572	0.00079658	0.9992	0.0015932	0.030838	False
sgAPOF_4	APOF	495.22	0	495.22	0	-8.9548	1.2262e+05	1.0971e+06	3.1495	0.00081768	0.99918	0.0016354	0.031028	False
sgKRT78_2	KRT78	490.93	0	490.93	0	-8.9423	1.2051e+05	1.0759e+06	3.1468	0.00082529	0.99917	0.0016506	0.031028	False
sgGPR45_7	GPR45	490.93	0	490.93	0	-8.9423	1.2051e+05	1.0759e+06	3.1468	0.00082529	0.99917	0.0016506	0.031028	False
sgRPL27A_9	RPL27A	479.9	0	479.9	0	-8.9096	1.1515e+05	1.0225e+06	3.1397	0.00084549	0.99915	0.001691	0.031484	False
sgRPS19_6	RPS19	462.74	0	462.74	0	-8.8572	1.0706e+05	9.4237e+05	3.1284	0.00087888	0.99912	0.0017578	0.032344	False
sgTMEM258_8	TMEM258	459.67	0	459.67	0	-8.8476	1.0565e+05	9.2844e+05	3.1263	0.00088512	0.99911	0.0017702	0.032344	False
sgZCCHC13_1	ZCCHC13	451.09	1.6362	451.09	1.6362	-7.422	1.0101e+05	8.9006e+05	3.1204	0.00090303	0.9991	0.0018061	0.032693	False
sgTPRX1_9	TPRX1	442.51	0	442.51	0	-8.7928	97908	8.5257e+05	3.1144	0.00092166	0.99908	0.0018433	0.033062	False
sgLRRC10_7	LRRC10	423.51	0	423.51	0	-8.7297	89681	7.7272e+05	3.1006	0.00096568	0.99903	0.0019314	0.034149	False
sgCOPZ1_10	COPZ1	419.83	0	419.83	0	-8.7171	88130	7.5777e+05	3.0978	0.00097467	0.99903	0.0019493	0.034149	False
sgPOLR2A_9	POLR2A	418	0	418	0	-8.7108	87360	7.5035e+05	3.0965	0.00097923	0.99902	0.0019585	0.034149	False
sgGDF2_7	GDF2	414.93	0	414.93	0	-8.7002	86084	7.3808e+05	3.0941	0.00098692	0.99901	0.0019738	0.034149	False
sgRD3_1	RD3	407.58	0	407.58	0	-8.6745	83059	7.0909e+05	3.0885	0.0010059	0.99899	0.0020117	0.034254	False
sgEIF4A3_4	EIF4A3	406.96	0	406.96	0	-8.6723	82810	7.067e+05	3.088	0.0010075	0.99899	0.0020149	0.034254	False
sgWDR33_8	WDR33	1111.2	4.9087	1111.2	4.9087	-7.5563	6.1192e+05	6.7114e+06	3.0798	0.0010357	0.99896	0.0020713	0.034909	False
sgEIF2S3_5	EIF2S3	1656	8.1812	1656	8.1812	-7.4957	1.3577e+06	1.6413e+07	3.0549	0.0011256	0.99887	0.0022512	0.036996	False
sgTRAPPC1_7	TRAPPC1	366.51	0	366.51	0	-8.5216	67166	5.5894e+05	3.0548	0.001126	0.99887	0.0022519	0.036996	False
sgKRTAP15-1_5	KRTAP15-1	1637.7	13848	1637.7	13848	3.0791	7.454e+07	1.6007e+07	3.0518	0.99827	0.0017265	0.0034529	0.047875	True
sgVRTN_3	VRTN	688.9	3.2725	688.9	3.2725	-7.3352	2.3504e+05	2.2987e+06	3.0483	0.0011508	0.99885	0.0023015	0.03714	False
sgTPRX1_5	TPRX1	356.71	0	356.71	0	-8.4826	63620	5.2598e+05	3.0462	0.0011588	0.99884	0.0023177	0.03714	False
sgBUD31_3	BUD31	340.77	0	340.77	0	-8.4169	58062	4.7479e+05	3.0316	0.0012164	0.99878	0.0024329	0.038669	False
sgNAA10_6	NAA10	334.64	0	334.64	0	-8.3908	55992	4.5587e+05	3.0257	0.0012401	0.99876	0.0024802	0.039103	False
sgUXT_2	UXT	320.54	1.6362	320.54	1.6362	-6.9304	50851	4.1397e+05	3.0119	0.001298	0.9987	0.002596	0.040526	False
sgVPREB1_2	VPREB1	318.71	0	318.71	0	-8.3206	50787	4.0867e+05	3.0101	0.001306	0.99869	0.0026119	0.040526	False
sgLSG1_10	LSG1	300.93	0	300.93	0	-8.2381	45280	3.5936e+05	2.9915	0.0013879	0.99861	0.0027758	0.04273	False
sgPLA2G4E_3	PLA2G4E	295.42	0	295.42	0	-8.2115	43635	3.4478e+05	2.9855	0.0014154	0.99858	0.0028308	0.042948	False
sgBYSL_7	BYSL	292.96	0	292.96	0	-8.1995	42914	3.384e+05	2.9828	0.0014279	0.99857	0.0028559	0.042948	False
sgPOLR2H_7	POLR2H	292.96	0	292.96	0	-8.1995	42914	3.384e+05	2.9828	0.0014279	0.99857	0.0028559	0.042948	False
sgKRTAP4-4_5	KRTAP4-4	1581.9	13013	1581.9	13013	3.0394	6.5336e+07	1.4811e+07	2.9703	0.99774	0.0022559	0.0045118	0.060004	True
sgRPS4X_1	RPS4X	280.71	0	280.71	0	-8.138	39398	3.075e+05	2.9689	0.0014941	0.99851	0.0029882	0.044463	False
sgGPRC6A_9	GPRC6A	279.48	0	279.48	0	-8.1318	39055	3.045e+05	2.9675	0.001501	0.9985	0.0030021	0.044463	False
sgCDX2_2	CDX2	1694.7	14028	1694.7	14028	3.0484	7.605e+07	1.7283e+07	2.9666	0.99771	0.0022875	0.0045751	0.060435	True
sgKRTAP4-4_4	KRTAP4-4	273.96	0	273.96	0	-8.1031	37528	2.912e+05	2.961	0.0015331	0.99847	0.0030662	0.04507	False
sgTRMT112_8	TRMT112	269.67	1.6362	269.67	1.6362	-6.6819	35922	2.8108e+05	2.9559	0.0015589	0.99844	0.0031178	0.045151	False
sgTCP1_7	TCP1	269.67	0	269.67	0	-8.0804	36362	2.8108e+05	2.9559	0.0015589	0.99844	0.0031178	0.045151	False
sgPOU3F4_8	POU3F4	1427.4	9.8175	1427.4	9.8175	-7.0449	1.0048e+06	1.1765e+07	2.9509	0.0015843	0.99842	0.0031685	0.045548	False
sgRBPJL_10	RBPJL	261.09	1.6362	261.09	1.6362	-6.6355	33659	2.6144e+05	2.9453	0.0016132	0.99839	0.0032265	0.046042	False
sgWEE1_5	WEE1	727.51	4.9087	727.51	4.9087	-6.946	2.6108e+05	2.5976e+06	2.9423	0.0016289	0.99837	0.0032578	0.046152	False
sgDDX21_7	DDX21	699.32	4.9087	699.32	4.9087	-6.889	2.411e+05	2.3774e+06	2.9292	0.0016991	0.9983	0.0033982	0.047657	False
sgOGT_2	OGT	247.61	0	247.61	0	-7.9577	30655	2.3216e+05	2.9279	0.0017064	0.99829	0.0034128	0.047657	False
sgSLC22A8_5	SLC22A8	216.97	0	216.97	0	-7.768	23537	1.7269e+05	2.8842	0.0019623	0.99804	0.0039247	0.054034	False
sgARIH1_10	ARIH1	1213.5	9450.9	1213.5	9450.9	2.9602	3.3927e+07	8.1766e+06	2.8807	0.99701	0.002986	0.005972	0.073429	True
sgVPREB1_6	VPREB1	209	0	209	0	-7.7142	21840	1.5881e+05	2.8717	0.0020415	0.99796	0.004083	0.05582	False
sgIFIT1B_6	IFIT1B	206.55	0	206.55	0	-7.6973	21331	1.5467e+05	2.8677	0.0020671	0.99793	0.0041343	0.056128	False
sgNMT1_9	NMT1	690.73	5020	690.73	5020	2.8597	9.3712e+06	2.3125e+06	2.8469	0.99673	0.0032694	0.0065388	0.078999	True
sgDNM2_3	DNM2	192.45	0	192.45	0	-7.5958	18518	1.3202e+05	2.844	0.0022274	0.99777	0.0044549	0.060004	False
sgRPS4X_7	RPS4X	1349	13.09	1349	13.09	-6.5821	8.9231e+05	1.0365e+07	2.8415	0.0022449	0.99776	0.0044897	0.060004	False
sgKRT2_10	KRT2	185.09	0	185.09	0	-7.5399	17130	1.2099e+05	2.8309	0.002321	0.99768	0.004642	0.060714	False
sgEIF4A3_10	EIF4A3	184.48	0	184.48	0	-7.5351	17017	1.2009e+05	2.8298	0.0023292	0.99767	0.0046583	0.060714	False
sgLCN9_6	LCN9	1108.7	8382.5	1108.7	8382.5	2.9173	2.6454e+07	6.6782e+06	2.8147	0.99633	0.0036654	0.0073309	0.085117	True
sgPNLIP_5	PNLIP	557.74	3922.1	557.74	3922.1	2.8117	5.6594e+06	1.432e+06	2.8114	0.99637	0.0036295	0.007259	0.084978	True
sgPOLR1A_2	POLR1A	168.55	0	168.55	0	-7.4055	14204	98097	2.7991	0.0025622	0.99744	0.0051244	0.066346	False
sgIFNA6_2	IFNA6	164.26	0	164.26	0	-7.3686	13490	92594	2.7903	0.0026329	0.99737	0.0052657	0.067727	False
sgCHRNB3_2	CHRNB3	725.06	8.1812	725.06	8.1812	-6.3053	2.5696e+05	2.578e+06	2.7791	0.0027259	0.99727	0.0054518	0.069583	False
sgLSG1_7	LSG1	158.13	1.6362	158.13	1.6362	-5.9156	12245	85036	2.7773	0.0027406	0.99726	0.0054812	0.069583	False
sgPOLR1A_9	POLR1A	153.22	0	153.22	0	-7.2689	11739	79245	2.7665	0.0028332	0.99717	0.0056664	0.071314	False
sgCOX6B1_8	COX6B1	294.19	3.2725	294.19	3.2725	-6.1104	42317	3.4158e+05	2.7651	0.0028453	0.99715	0.0056905	0.071314	False
sgGDF2_9	GDF2	148.93	0	148.93	0	-7.2282	11091	74363	2.7567	0.0029193	0.99708	0.0058386	0.072243	False
sgUBA1_3	UBA1	148.93	0	148.93	0	-7.2282	11091	74363	2.7567	0.0029193	0.99708	0.0058386	0.072243	False
sgPOLR2A_8	POLR2A	135.45	0	135.45	0	-7.0922	9173.4	60130	2.7238	0.0032263	0.99677	0.0064526	0.078843	False
sgSSU72_6	SSU72	133.61	0	133.61	0	-7.0727	8926	58318	2.7191	0.0032731	0.99673	0.0065462	0.078999	False
sgART1_5	ART1	1618	12311	1618	12311	2.9269	5.7171e+07	1.5581e+07	2.709	0.99488	0.0051201	0.01024	0.10763	True
sgDCTN5_6	DCTN5	579.19	8.1812	579.19	8.1812	-5.9817	1.6302e+05	1.5584e+06	2.7002	0.0034646	0.99654	0.0069292	0.083108	False
sgNYX_1	NYX	2451	19421	2451	19421	2.9856	1.4398e+08	3.9518e+07	2.6994	0.99467	0.005329	0.010658	0.11143	True
sgARIH1_5	ARIH1	125.64	0	125.64	0	-6.9846	7893.2	50820	2.6976	0.003492	0.99651	0.006984	0.083255	False
sgRAN_9	RAN	2366.4	37.634	2366.4	37.634	-5.9373	2.7116e+06	3.6527e+07	2.6939	0.0035316	0.99647	0.0070631	0.083538	False
sgOGT_9	OGT	123.81	0	123.81	0	-6.9635	7663.9	49170	2.6924	0.0035466	0.99645	0.0070933	0.083538	False
sgEIF2S3_8	EIF2S3	4501.1	78.54	4501.1	78.54	-5.8228	9.7796e+06	1.5433e+08	2.6795	0.0036864	0.99631	0.0073727	0.085117	False
sgSLC22A12_4	SLC22A12	118.9	0	118.9	0	-6.9057	7068.8	44918	2.6782	0.0037007	0.9963	0.0074015	0.085117	False
sgSLC2A7_10	SLC2A7	2517.8	42.542	2517.8	42.542	-5.8542	3.0634e+06	4.1973e+07	2.6751	0.0037348	0.99627	0.0074696	0.085399	False
sgNOP56_2	NOP56	115.22	0	115.22	0	-6.8608	6638.3	41869	2.6671	0.0038251	0.99617	0.0076502	0.08644	False
sgPOLR2A_4	POLR2A	114.61	0	114.61	0	-6.8531	6567.9	41372	2.6652	0.0038466	0.99615	0.0076932	0.08644	False
