sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
OPALIN_66837	OPALIN	738.27	5048.3	738.27	5048.3	2.7719	9.2883e+06	4.1172e+05	6.7172	1	1.0589e-11	2.1177e-11	2.1092e-09	True
UROC1_106650	UROC1	720.83	4925	720.83	4925	2.7707	8.8375e+06	3.9291e+05	6.7071	1	1.1348e-11	2.2697e-11	2.1092e-09	True
DGAT2L6_25925	DGAT2L6	284.02	1914.1	284.02	1914.1	2.7483	1.3286e+06	63642	6.4617	1	5.9507e-11	1.1901e-10	1.0322e-08	True
FSCB_36028	FSCB	1265.6	8235.7	1265.6	8235.7	2.7011	2.4291e+07	1.1815e+06	6.4124	1	8.1595e-11	1.6319e-10	1.3269e-08	True
MAGEB4_55635	MAGEB4	306.44	1995.2	306.44	1995.2	2.6989	1.4259e+06	73824	6.2152	1	2.9445e-10	5.8889e-10	4.5068e-08	True
PCNA_71307	PCNA	194.33	1274.5	194.33	1274.5	2.7071	5.8336e+05	30340	6.2012	1	3.2288e-10	6.4576e-10	4.6674e-08	True
CD200R1L_16305	CD200R1L	465.89	2997.6	465.89	2997.6	2.6831	3.2047e+06	1.6738e+05	6.1881	1	3.4885e-10	6.9769e-10	4.7773e-08	True
HTR3D_44588	HTR3D	94.672	610.64	94.672	610.64	2.6765	1.3311e+05	7473	5.9686	1	1.3859e-09	2.7717e-09	1.803e-07	True
SLCO1B1_91167	SLCO1B1	250.8	1575.6	250.8	1575.6	2.6464	8.775e+05	49918	5.9294	1	1.7492e-09	3.4985e-09	2.1674e-07	True
CCDC83_15521	CCDC83	244.15	1532	244.15	1532	2.6446	8.2932e+05	47369	5.9173	1	1.8824e-09	3.7648e-09	2.2264e-07	True
KCNA10_48116	KCNA10	267.41	1655.4	267.41	1655.4	2.6255	9.6322e+05	56577	5.8352	1	3.0884e-09	6.1769e-09	3.494e-07	True
NEUROG1_63419	NEUROG1	6164.5	34379	6164.5	34379	2.4793	3.9804e+08	2.6174e+07	5.515	1	1.9688e-08	3.9376e-08	2.1345e-06	True
SLC2A2_89992	SLC2A2	1371.1	7839.1	1371.1	7839.1	2.5145	2.0918e+07	1.3818e+06	5.5024	1	2.1332e-08	4.2664e-08	2.2202e-06	True
CDX4_17540	CDX4	4467.8	24660	4467.8	24660	2.4643	2.0386e+08	1.3941e+07	5.408	1	3.6033e-08	7.2066e-08	3.6061e-06	True
TMPRSS12_101548	TMPRSS12	472.53	2686.8	472.53	2686.8	2.5049	2.4515e+06	1.7207e+05	5.3379	1	5.3865e-08	1.0773e-07	5.191e-06	True
KRTAP10-4_51038	KRTAP10-4	6901.1	36423	6901.1	36423	2.3998	4.3577e+08	3.2644e+07	5.167	1	1.3417e-07	2.6833e-07	1.2468e-05	True
ANKRD30A_4247	ANKRD30A	27289	1.401e+05	27289	1.401e+05	2.36	6.3633e+09	4.8123e+08	5.1426	1	1.517e-07	3.034e-07	1.3611e-05	True
KRTAP10-9_51072	KRTAP10-9	51270	2.5851e+05	51270	2.5851e+05	2.334	2.1475e+10	1.6534e+09	5.0967	1	1.9285e-07	3.8569e-07	1.6726e-05	True
KRTAP10-9_51071	KRTAP10-9	44722	2.2426e+05	44722	2.2426e+05	2.3261	1.6116e+10	1.2655e+09	5.0468	1	2.5076e-07	5.0153e-07	2.1048e-05	True
TRIM60_103432	TRIM60	31409	1.5302e+05	31409	1.5302e+05	2.2844	7.3942e+09	6.3368e+08	4.8309	1	7.6031e-07	1.5206e-06	6.1823e-05	True
HTR3D_44591	HTR3D	102.15	547.76	102.15	547.76	2.4115	99286	8663.6	4.7875	1	9.7747e-07	1.9549e-06	7.7072e-05	True
MAGEB18_55615	MAGEB18	364.57	1847.6	364.57	1847.6	2.3382	1.0997e+06	1.0365e+05	4.6065	1	2.3499e-06	4.6998e-06	0.00017708	True
DMP1_26663	DMP1	2683.2	13115	2683.2	13115	2.2887	5.4409e+07	5.1399e+06	4.6012	1	2.3819e-06	4.7638e-06	0.00017708	True
DEFB129_25633	DEFB129	2762.1	13445	2762.1	13445	2.2828	5.7061e+07	5.4398e+06	4.5803	1	2.6325e-06	5.2651e-06	0.00019027	True
ANKRD30A_4248	ANKRD30A	71.419	371.22	71.419	371.22	2.3617	44940	4321.3	4.5606	1	2.9606e-06	5.9211e-06	0.0002082	True
KRT73_50883	KRT73	3629.9	17103	3629.9	17103	2.2359	9.0758e+07	9.2849e+06	4.4215	0.99999	5.5491e-06	1.1098e-05	0.00037997	True
MUC7_60995	MUC7	302.29	1481.2	302.29	1481.2	2.289	6.9498e+05	71883	4.3973	0.99999	6.2971e-06	1.2594e-05	0.00042013	True
CATSPER4_14474	CATSPER4	19.1	97.944	19.1	97.944	2.2994	3108.1	340.71	4.2715	0.99999	1.1429e-05	2.2858e-05	0.00072531	True
CXorf66_23804	CXorf66	168.58	816.2	168.58	816.2	2.2687	2.097e+05	22994	4.2708	0.99999	1.1236e-05	2.2471e-05	0.00072531	True
TRIML1_103545	TRIML1	14244	63312	14244	63312	2.152	1.2038e+09	1.3481e+08	4.226	0.99999	1.3365e-05	2.673e-05	0.00082801	True
MAGEB3_55630	MAGEB3	63.945	299.88	63.945	299.88	2.2119	27832	3487	3.9954	0.99996	3.7523e-05	7.5046e-05	0.002219	True
CDCP2_16982	CDCP2	12849	54724	12849	54724	2.0905	8.7677e+08	1.1018e+08	3.9893	0.99996	3.7248e-05	7.4497e-05	0.002219	True
GPX6_40176	GPX6	17734	74192	17734	74192	2.0647	1.5937e+09	2.0703e+08	3.9238	0.99995	4.8906e-05	9.7812e-05	0.0027664	True
RAN_80520	RAN	7032.3	1.2092	7032.3	1.2092	-11.636	2.4718e+07	3.387e+07	3.9158	4.5061e-05	0.99995	9.0121e-05	0.0026055	False
CXorf66_23808	CXorf66	229.21	1010.9	229.21	1010.9	2.136	3.0551e+05	41873	3.82	0.99992	7.683e-05	0.00015366	0.0042128	True
INSL6_46612	INSL6	4443.8	18604	4443.8	18604	2.0655	1.0026e+08	1.3794e+07	3.8127	0.99992	7.7716e-05	0.00015543	0.0042128	True
KRTAP10-9_51070	KRTAP10-9	40139	1.604e+05	40139	1.604e+05	1.9986	7.2317e+09	1.0241e+09	3.758	0.9999	9.5661e-05	0.00019132	0.0050798	True
SLC2A2_89993	SLC2A2	37889	1.5098e+05	37889	1.5098e+05	1.9945	6.3948e+09	9.1479e+08	3.7391	0.9999	0.00010318	0.00020637	0.0053697	True
HTR3E_44596	HTR3E	45279	1.7874e+05	45279	1.7874e+05	1.9809	8.906e+09	1.2965e+09	3.7066	0.99988	0.00011727	0.00023454	0.0058976	True
TAAR5_96493	TAAR5	29807	1.1844e+05	29807	1.1844e+05	1.9904	3.9276e+09	5.7197e+08	3.7059	0.99988	0.00011786	0.00023572	0.0058976	True
KRTAP15-1_51130	KRTAP15-1	315.57	1350.7	315.57	1350.7	2.0941	5.357e+05	78184	3.7018	0.99988	0.00012295	0.0002459	0.0060361	True
RPS19_84346	RPS19	2448.2	1.2092	2448.2	1.2092	-10.115	2.9938e+06	4.296e+06	3.6492	0.00013151	0.99987	0.00026303	0.006337	False
GRM6_40532	GRM6	2271.3	9250.2	2271.3	9250.2	2.0255	2.4353e+07	3.7096e+06	3.6235	0.99984	0.00016499	0.00032999	0.0078057	True
INSL5_46603	INSL5	1156.8	4727.9	1156.8	4727.9	2.0301	6.3763e+06	9.9103e+05	3.5872	0.99981	0.00019047	0.00038094	0.0087192	True
CATSPER4_14476	CATSPER4	1415.1	5763	1415.1	5763	2.0251	9.452e+06	1.4699e+06	3.5862	0.99981	0.00019101	0.00038201	0.0087192	True
GPR151_39697	GPR151	21278	82552	21278	82552	1.9559	1.8773e+09	2.9571e+08	3.5632	0.99979	0.00020533	0.00041066	0.0092108	True
TRIM60_103436	TRIM60	38469	1.4769e+05	38469	1.4769e+05	1.9408	5.9647e+09	9.4238e+08	3.5579	0.99979	0.00020885	0.00041771	0.0092108	True
GLRA2_38441	GLRA2	21949	84035	21949	84035	1.9368	1.9273e+09	3.1424e+08	3.5024	0.99974	0.00025844	0.00051687	0.011208	True
PDCL2_71543	PDCL2	2860.9	11297	2860.9	11297	1.9811	3.5587e+07	5.8271e+06	3.4949	0.99973	0.00026885	0.0005377	0.011468	True
GPR101_39584	GPR101	22676	86246	22676	86246	1.9272	2.0206e+09	3.3495e+08	3.4735	0.99971	0.00028788	0.00057576	0.011986	True
TAS2R40_97039	TAS2R40	33695	1.2728e+05	33695	1.2728e+05	1.9174	4.3793e+09	7.271e+08	3.4707	0.99971	0.0002902	0.0005804	0.011986	True
IFNW1_45296	IFNW1	856.2	3412.3	856.2	3412.3	1.9935	3.2669e+06	5.5012e+05	3.4463	0.99968	0.00032446	0.00064891	0.012925	True
EIF3A_29392	EIF3A	1077.1	0	1077.1	0	-10.074	5.8007e+05	8.6184e+05	3.4294	0.00030248	0.9997	0.00060496	0.012298	False
TRIML1_103549	TRIML1	994.88	1.2092	994.88	1.2092	-8.8163	4.937e+05	7.3786e+05	3.4075	0.00032785	0.99967	0.0006557	0.012925	False
CNBD1_20442	CNBD1	1508.1	5875.4	1508.1	5875.4	1.9612	9.5367e+06	1.6649e+06	3.3847	0.99959	0.00040537	0.00081075	0.015625	True
MAGEB4_55636	MAGEB4	818	3199.5	818	3199.5	1.9664	2.8358e+06	5.0314e+05	3.3574	0.99955	0.00044926	0.00089852	0.016386	True
MS4A5_60135	MS4A5	1424.2	5515.1	1424.2	5515.1	1.9524	8.3675e+06	1.4885e+06	3.353	0.99955	0.00045499	0.00090998	0.016386	True
TRIML1_103546	TRIML1	15380	57279	15380	57279	1.8969	8.7776e+08	1.5666e+08	3.3475	0.99954	0.00045787	0.00091574	0.016386	True
ADAM30_1554	ADAM30	7482.4	28184	7482.4	28184	1.9131	2.1427e+08	3.8243e+07	3.3475	0.99954	0.00045972	0.00091945	0.016386	True
EIF2S3_29386	EIF2S3	794.75	0	794.75	0	-9.6362	3.1581e+05	4.7555e+05	3.3448	0.00041172	0.99959	0.00082345	0.015625	False
RPS4X_84443	RPS4X	3862.4	6.0459	3862.4	6.0459	-9.0989	7.4359e+06	1.0484e+07	3.343	0.00041436	0.99959	0.00082871	0.015625	False
DHX8_26256	DHX8	1683.3	6457	1683.3	6457	1.9389	1.1394e+07	2.0643e+06	3.3225	0.99949	0.00050724	0.0010145	0.017366	True
TBL1Y_97463	TBL1Y	21011	77188	21011	77188	1.8772	1.578e+09	2.8848e+08	3.3075	0.99947	0.0005276	0.0010552	0.0176	True
DNM2_27239	DNM2	691.77	0	691.77	0	-9.4362	2.3927e+05	3.6253e+05	3.3056	0.00047395	0.99953	0.0009479	0.016665	False
RBX1_81453	RBX1	650.25	0	650.25	0	-9.3471	2.1141e+05	3.212e+05	3.2879	0.00050466	0.9995	0.0010093	0.017366	False
CCDC172_15099	CCDC172	323.05	1262.4	323.05	1262.4	1.963	4.4118e+05	81842	3.2835	0.99941	0.00058887	0.0011777	0.019153	True
DMP1_26662	DMP1	6067.3	22592	6067.3	22592	1.8965	1.3654e+08	2.5373e+07	3.2806	0.99942	0.00058463	0.0011693	0.019153	True
RPL11_83895	RPL11	626.99	1.2092	626.99	1.2092	-8.1511	1.958e+05	2.9912e+05	3.2775	0.00052365	0.99948	0.0010473	0.0176	False
DLST_26582	DLST	1295.5	4937.1	1295.5	4937.1	1.9293	6.6306e+06	1.2367e+06	3.2745	0.9994	0.0006027	0.0012054	0.019361	True
TAS2R1_96958	TAS2R1	300.62	1170.5	300.62	1170.5	1.9575	3.7833e+05	71113	3.2619	0.99936	0.0006358	0.0012716	0.019932	True
IL36B_46132	IL36B	3139.1	11738	3139.1	11738	1.9024	3.6966e+07	6.9875e+06	3.2528	0.99935	0.00064743	0.0012949	0.020055	True
SF3B2_87641	SF3B2	13688	49815	13688	49815	1.8635	6.5256e+08	1.2472e+08	3.2349	0.99932	0.0006837	0.0013674	0.020847	True
FCRL4_34347	FCRL4	6775.7	24924	6775.7	24924	1.8789	1.6467e+08	3.1494e+07	3.2338	0.99931	0.00068902	0.001378	0.020847	True
CCT5_16140	CCT5	519.03	1.2092	519.03	1.2092	-7.8789	1.3407e+05	2.0673e+05	3.223	0.00063429	0.99937	0.0012686	0.019932	False
KANSL3_47953	KANSL3	16310	58829	16310	58829	1.8507	9.0393e+08	1.7574e+08	3.2074	0.99925	0.00075197	0.0015039	0.02249	True
HTR3C_44584	HTR3C	8253.1	29932	8253.1	29932	1.8586	2.3499e+08	4.6331e+07	3.185	0.99918	0.00081575	0.0016315	0.023584	True
ADAM30_1556	ADAM30	20526	73393	20526	73393	1.8382	1.3975e+09	2.7559e+08	3.1846	0.99919	0.00081274	0.0016255	0.023584	True
POLR3A_75336	POLR3A	428.51	0	428.51	0	-8.7466	91812	1.4214e+05	3.1669	0.00077041	0.99923	0.0015408	0.02278	False
RPL27A_84011	RPL27A	388.65	0	388.65	0	-8.606	75526	1.1745e+05	3.138	0.00085065	0.99915	0.0017013	0.024167	False
HNRNPU_43517	HNRNPU	383.67	0	383.67	0	-8.5875	73601	1.1453e+05	3.1341	0.00086186	0.99914	0.0017237	0.024167	False
SAMM50_85603	SAMM50	382.84	0	382.84	0	-8.5844	73283	1.1404e+05	3.1335	0.00086376	0.99914	0.0017275	0.024167	False
BYSL_10214	BYSL	377.03	0	377.03	0	-8.5623	71074	1.1068e+05	3.1289	0.00087727	0.99912	0.0017545	0.024284	False
BRDT_9759	BRDT	33684	1.1771e+05	33684	1.1771e+05	1.8051	3.5303e+09	7.2664e+08	3.1172	0.99898	0.0010209	0.0020418	0.02767	True
TAAR2_96483	TAAR2	6157.8	22035	6157.8	22035	1.8391	1.2604e+08	2.6119e+07	3.1067	0.99893	0.001068	0.0021359	0.028355	True
DEFB118_25577	DEFB118	780.63	2874.2	780.63	2874.2	1.8791	2.1916e+06	4.5917e+05	3.0896	0.99886	0.0011447	0.0022894	0.030086	True
UBA1_105349	UBA1	328.03	0	328.03	0	-8.3621	53802	84326	3.0872	0.0010104	0.99899	0.0020208	0.02767	False
RPL19_83950	RPL19	13040	53.204	13040	53.204	-7.9104	8.4326e+07	1.1341e+08	3.0723	0.0010619	0.99894	0.0021238	0.028355	False
KRTAP4-4_51351	KRTAP4-4	3767.8	13476	3767.8	13476	1.8384	4.7128e+07	9.9874e+06	3.0721	0.9988	0.0012033	0.0024065	0.030636	True
TUBGCP2_104934	TUBGCP2	284.85	0	284.85	0	-8.1591	40569	64006	3.0443	0.0011661	0.99883	0.0023321	0.030341	False
COPS3_21398	COPS3	278.2	0	278.2	0	-8.1252	38698	61123	3.0371	0.0011943	0.99881	0.0023887	0.030636	False
POLR2A_75247	POLR2A	274.05	0	274.05	0	-8.1036	37552	59354	3.0325	0.0012127	0.99879	0.0024255	0.030636	False
ASZ1_6975	ASZ1	266.58	0	266.58	0	-8.0638	35531	56234	3.024	0.0012473	0.99875	0.0024945	0.031205	False
PSMB2_78356	PSMB2	257.44	0	257.44	0	-8.0137	33138	52533	3.0133	0.0012922	0.99871	0.0025844	0.032022	False
SLC17A2_89191	SLC17A2	26499	90350	26499	90350	1.7696	2.0385e+09	4.5435e+08	2.9955	0.99847	0.0015338	0.0030675	0.036281	True
POLR3A_75337	POLR3A	241.66	0	241.66	0	-7.9228	29200	46430	2.9937	0.0013779	0.99862	0.0027559	0.033825	False
SLC2A2_89994	SLC2A2	17489	59870	17489	59870	1.7753	8.9807e+08	2.0147e+08	2.9858	0.99841	0.0015869	0.0031737	0.036866	True
TONSL_102275	TONSL	1544.6	8.4643	1544.6	8.4643	-7.3515	1.1799e+06	1.7447e+06	2.9732	0.0014736	0.99853	0.0029472	0.035555	False
TIMM13_99275	TIMM13	225.88	0	225.88	0	-7.8258	25512	40697	2.9727	0.0014758	0.99852	0.0029515	0.035555	False
DHX15_26170	DHX15	879.45	4.8367	879.45	4.8367	-7.2369	3.8248e+05	5.7972e+05	2.9697	0.0014902	0.99851	0.0029804	0.035574	False
KRTAP10-5_51046	KRTAP10-5	43566	1.464e+05	43566	1.464e+05	1.7486	5.2875e+09	1.2022e+09	2.9659	0.99831	0.0016852	0.0033704	0.03813	True
CXorf66_23805	CXorf66	210.94	1.2092	210.94	1.2092	-6.584	21993	35606	2.9513	0.0015821	0.99842	0.0031642	0.036866	False
HTR3C_44581	HTR3C	7766.4	26693	7766.4	26693	1.781	1.791e+08	4.1135e+07	2.9509	0.99821	0.0017858	0.0035717	0.039309	True
LIPM_53100	LIPM	9728.8	33300	9728.8	33300	1.7751	2.7779e+08	6.3928e+07	2.948	0.9982	0.0018004	0.0036009	0.039309	True
SLC17A2_89186	SLC17A2	3513.7	12214	3513.7	12214	1.7972	3.7848e+07	8.7118e+06	2.9477	0.99819	0.0018129	0.0036257	0.039309	True
ENTHD1_30230	ENTHD1	208.44	0	208.44	0	-7.7104	21724	34790	2.9476	0.0016013	0.9984	0.0032026	0.036872	False
WDR77_108667	WDR77	200.97	0	200.97	0	-7.658	20194	32397	2.9361	0.0016618	0.99834	0.0033237	0.037931	False
GLRA2_38442	GLRA2	37823	1.2628e+05	37823	1.2628e+05	1.7393	3.9127e+09	9.1165e+08	2.9298	0.9981	0.0018951	0.0037903	0.040753	True
NUF2_66008	NUF2	191	0	191	0	-7.585	18241	29337	2.92	0.00175	0.99825	0.0035	0.039254	False
TPH2_102559	TPH2	9950.5	33812	9950.5	33812	1.7646	2.8469e+08	6.6811e+07	2.9193	0.99803	0.0019746	0.0039492	0.041485	True
KRT75_50897	KRT75	41414	1.3746e+05	41414	1.3746e+05	1.7308	4.6124e+09	1.0887e+09	2.9108	0.99799	0.0020132	0.0040263	0.041906	True
UBA1_105346	UBA1	185.19	0	185.19	0	-7.5406	17148	27620	2.9102	0.0018058	0.99819	0.0036117	0.039309	False
MAGEB18_55617	MAGEB18	174.4	629.98	174.4	629.98	1.847	1.0378e+05	24566	2.9067	0.99789	0.0021061	0.0042122	0.043493	True
BPIFA1_9612	BPIFA1	24870	82819	24870	82819	1.7355	1.6791e+09	4.0128e+08	2.8929	0.99786	0.002138	0.004276	0.043803	True
CPSF2_21959	CPSF2	169.41	0	169.41	0	-7.4129	14350	23216	2.8818	0.001977	0.99802	0.003954	0.041485	False
HNRNPU_43519	HNRNPU	169.41	0	169.41	0	-7.4129	14350	23216	2.8818	0.001977	0.99802	0.003954	0.041485	False
KRTAP10-5_51043	KRTAP10-5	58244	1.9053e+05	58244	1.9053e+05	1.7098	8.7494e+09	2.1222e+09	2.8715	0.99772	0.0022774	0.0045549	0.045584	True
KRT75_50893	KRT75	13946	46463	13946	46463	1.7362	5.2868e+08	1.2935e+08	2.8591	0.99761	0.0023868	0.0047736	0.047049	True
TUBG1_104924	TUBG1	154.46	0	154.46	0	-7.2804	11930	19389	2.8521	0.0021717	0.99783	0.0043435	0.044147	False
TBR1_97500	TBR1	1337.9	4605.8	1337.9	4605.8	1.7827	5.3396e+06	1.3171e+06	2.8475	0.99749	0.0025088	0.0050176	0.048716	True
LSG1_54768	LSG1	147.82	0	147.82	0	-7.2174	10926	17797	2.8378	0.0022711	0.99773	0.0045422	0.045584	False
RAN_80518	RAN	5633	50.786	5633	50.786	-6.7655	1.558e+07	2.194e+07	2.822	0.0023859	0.99761	0.0047719	0.047049	False
MT1B_60381	MT1B	43114	1.398e+05	43114	1.398e+05	1.6971	4.6741e+09	1.1779e+09	2.8171	0.99729	0.0027057	0.0054114	0.050288	True
THOC2_99005	THOC2	134.53	0	134.53	0	-7.0825	9049.7	14812	2.8071	0.0024996	0.9975	0.0049991	0.048716	False
PIWIL1_73591	PIWIL1	33393	1.0828e+05	33393	1.0828e+05	1.6971	2.8038e+09	7.1442e+08	2.8016	0.99716	0.0028428	0.0056857	0.052092	True
POLR2A_75245	POLR2A	127.89	0	127.89	0	-7.01	8177.9	13420	2.7904	0.0026318	0.99737	0.0052637	0.050288	False
CPSF2_21957	CPSF2	127.89	0	127.89	0	-7.01	8177.9	13420	2.7904	0.0026318	0.99737	0.0052637	0.050288	False
CCDC172_15101	CCDC172	126.23	0	126.23	0	-6.9913	7966.9	13083	2.7861	0.0026671	0.99733	0.0053342	0.050288	False
TIMM13_99277	TIMM13	125.4	0	125.4	0	-6.9818	7862.4	12916	2.7839	0.0026851	0.99731	0.0053702	0.050288	False
EIF4A3_29482	EIF4A3	14320	147.52	14320	147.52	-6.5914	1.0043e+08	1.3623e+08	2.7834	0.0026896	0.99731	0.0053791	0.050288	False
ZNF679_113369	ZNF679	23088	74830	23088	74830	1.6964	1.3386e+09	3.4696e+08	2.7778	0.99693	0.003066	0.006132	0.055789	True
GPR101_39583	GPR101	28475	91889	28475	91889	1.6901	2.0107e+09	5.2304e+08	2.7728	0.99689	0.0031102	0.0062205	0.055813	True
ECD_28624	ECD	119.59	1.2092	119.59	1.2092	-5.7704	7006.5	11775	2.7682	0.0028181	0.99718	0.0056362	0.052005	False
FMR1NB_35311	FMR1NB	13034	42456	13034	42456	1.7036	4.3282e+08	1.1331e+08	2.7639	0.99679	0.0032099	0.0064199	0.056768	True
TBL1Y_97465	TBL1Y	8567.8	27949	8567.8	27949	1.7057	1.8782e+08	4.9852e+07	2.745	0.99659	0.003409	0.0068181	0.058744	True
DEFB129_25632	DEFB129	276.54	950.42	276.54	950.42	1.7774	2.2705e+05	60412	2.7417	0.99649	0.0035141	0.0070281	0.059374	True
TPH2_102560	TPH2	8166.7	26609	8166.7	26609	1.704	1.7006e+08	4.5387e+07	2.7375	0.99651	0.0034884	0.0069768	0.059374	True
POLR3A_75338	POLR3A	2302.9	26.602	2302.9	26.602	-6.3831	2.5907e+06	3.8111e+06	2.7368	0.0031023	0.9969	0.0062046	0.055813	False
GLRA2_38443	GLRA2	107.13	0	107.13	0	-6.7566	5738.3	9505	2.7315	0.0031524	0.99685	0.0063047	0.056181	False
UBA1_105345	UBA1	104.64	0	104.64	0	-6.723	5474.5	9079.6	2.7236	0.0032289	0.99677	0.0064578	0.056768	False
KCNB2_48183	KCNB2	103.81	0	103.81	0	-6.7116	5387.9	8939.8	2.7209	0.0032552	0.99674	0.0065105	0.056847	False
CATSPER4_14475	CATSPER4	5683.6	18534	5683.6	18534	1.7051	8.2571e+07	2.2328e+07	2.7196	0.99631	0.0036909	0.0073818	0.060783	True
KRTAP15-1_51132	KRTAP15-1	12734	41024	12734	41024	1.6877	4.0016e+08	1.0827e+08	2.7188	0.99632	0.003683	0.0073659	0.060783	True
EIF2S3_29387	EIF2S3	19012	241.84	19012	241.84	-6.2908	1.7615e+08	2.3721e+08	2.7152	0.003312	0.99669	0.006624	0.057452	False
IL9_46224	IL9	2145.9	7078.6	2145.9	7078.6	1.7214	1.2166e+07	3.3195e+06	2.7074	0.99615	0.003851	0.0077019	0.06302	True
ZNF574_112898	ZNF574	96.333	0	96.333	0	-6.6049	4640	7730.1	2.6956	0.003513	0.99649	0.007026	0.059374	False
RPS19_84345	RPS19	95.502	0	95.502	0	-6.5925	4560.3	7601	2.6927	0.0035442	0.99646	0.0070884	0.059497	False
IL36B_46133	IL36B	93.841	0	93.841	0	-6.5674	4403.1	7346	2.6867	0.0036082	0.99639	0.0072164	0.060183	False
GPR52_39932	GPR52	65.606	227.33	65.606	227.33	1.7774	13077	3664.8	2.6714	0.99561	0.0043879	0.0087758	0.069618	True
RFPL4B_82021	RFPL4B	50775	1.5825e+05	50775	1.5825e+05	1.64	5.775e+09	1.6223e+09	2.6682	0.99575	0.0042541	0.0085081	0.068328	True
FMR1NB_35312	FMR1NB	18000	56945	18000	56945	1.6615	7.5836e+08	2.1314e+08	2.6676	0.99571	0.0042863	0.0085727	0.068423	True
DDX21_25230	DDX21	87.198	0	87.198	0	-6.4627	3801.7	6368.5	2.6616	0.003889	0.99611	0.007778	0.063245	False
MT1B_60384	MT1B	4078.4	13132	4078.4	13132	1.6868	4.0982e+07	1.1662e+07	2.6511	0.99546	0.0045391	0.0090782	0.07158	True
EIF4A3_29486	EIF4A3	83.876	0	83.876	0	-6.4073	3517.6	5905.4	2.6482	0.0040463	0.99595	0.0080927	0.065395	False
PIWIL1_73589	PIWIL1	2513.8	8146.3	2513.8	8146.3	1.6959	1.5862e+07	4.5241e+06	2.6481	0.99541	0.0045921	0.0091843	0.07198	True
INSL5_46607	INSL5	8526.3	26947	8526.3	26947	1.66	1.6965e+08	4.938e+07	2.6213	0.99507	0.0049345	0.0098689	0.075693	True
RBMXL2_81352	RBMXL2	31895	98507	31895	98507	1.6269	2.2186e+09	6.5304e+08	2.6067	0.99489	0.0051135	0.010227	0.077357	True
LUZP4_55026	LUZP4	7312.2	22971	7312.2	22971	1.6513	1.226e+08	3.6558e+07	2.5898	0.99458	0.0054153	0.010831	0.080518	True
KRTAP26-1_51284	KRTAP26-1	69.758	0	69.758	0	-6.1448	2433.1	4128.4	2.5839	0.0048851	0.99511	0.0097702	0.075693	False
RPS19_84349	RPS19	1806.2	32.648	1806.2	32.648	-5.7471	1.5728e+06	2.3695e+06	2.5834	0.0048923	0.99511	0.0097845	0.075693	False
NANOGNB_62077	NANOGNB	318.89	1048.4	318.89	1048.4	1.7138	2.6606e+05	79800	2.5823	0.99436	0.0056372	0.011274	0.081945	True
SLITRK1_91310	SLITRK1	22439	69179	22439	69179	1.6243	1.0923e+09	3.2811e+08	2.5803	0.99447	0.0055313	0.011063	0.081313	True
COPB1_21360	COPB1	68.928	0	68.928	0	-6.1278	2375.5	4033.5	2.5796	0.0049453	0.99505	0.0098907	0.075693	False
CDX4_17539	CDX4	21850	67325	21850	67325	1.6235	1.034e+09	3.1147e+08	2.5767	0.99441	0.0055908	0.011182	0.081726	True
