sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
ENSG00000067596_DHX8_PROT_113647.5	DHX8	70.968	729.54	70.968	729.54	3.3435	2.1686e+05	2249.6	13.885	1	4.1832e-44	8.3665e-44	1.439e-41	True
ENSG00000134186_PRPF38B_GEEX_6980.1	PRPF38B	149.31	1351.1	149.31	1351.1	3.1692	7.2217e+05	8480.8	13.05	1	3.3472e-39	6.6945e-39	1.0692e-36	True
ENSG00000155269_GPR78_UNA2_168916.1	GPR78	8725.3	53105	8725.3	53105	2.6054	9.8476e+08	1.2796e+07	12.406	1	1.2148e-35	2.4297e-35	3.6218e-33	True
ENSG00000166049_PASD1_UNA2_175285.7	PASD1	277.42	2208.2	277.42	2208.2	2.9882	1.864e+06	25742	12.034	1	1.2231e-33	2.4462e-33	3.4185e-31	True
ENSG00000172421_EFCAB3_UNA2_86680.10	EFCAB3	56.221	477.63	56.221	477.63	3.0643	88794	1487.6	10.926	1	4.662e-28	9.324e-28	1.2264e-25	True
ENSG00000182674_KCNB2_UNA2_95802.10	KCNB2	2543.8	15332	2543.8	15332	2.5911	8.1773e+07	1.3874e+06	10.857	1	9.3645e-28	1.8729e-27	2.3266e-25	True
ENSG00000092377_TBL1Y_GEEX_114651.4	TBL1Y	1724.4	10645	1724.4	10645	2.6253	3.9791e+07	6.8869e+05	10.75	1	3.0279e-27	6.0558e-27	7.1268e-25	True
ENSG00000176774_MAGEB18_UNA3_154675.8	MAGEB18	12.903	126.5	12.903	126.5	3.197	6451.7	113.6	10.658	1	9.0545e-27	1.8109e-26	2.0246e-24	True
ENSG00000150676_CCDC83_UNA2_73501.9	CCDC83	165.9	1237.7	165.9	1237.7	2.8918	5.7438e+05	10241	10.591	1	1.7228e-26	3.4456e-26	3.6687e-24	True
ENSG00000185231_MC2R_DTKP_73545.3	MC2R	82.949	658.65	82.949	658.65	2.9741	1.6572e+05	2969.4	10.565	1	2.3161e-26	4.6322e-26	4.708e-24	True
ENSG00000130368_MAS1_ACOC_200121.3	MAS1	3777	21331	3777	21331	2.4973	1.5407e+08	2.8286e+06	10.437	1	8.4639e-26	1.6928e-25	1.6457e-23	True
ENSG00000120210_INSL6_UNA2_160583.1	INSL6	22076	1.0464e+05	22076	1.0464e+05	2.2448	3.4084e+09	6.8225e+07	9.9958	1	7.9822e-24	1.5964e-23	1.4873e-21	True
ENSG00000095981_KCNK16_UNA2_19835.1	KCNK16	5637.8	27618	5637.8	27618	2.2922	2.4156e+08	5.8228e+06	9.1087	1	4.2079e-20	8.4158e-20	7.5271e-18	True
ENSG00000155833_CYLC2_TMMO_159764.1	CYLC2	1017.5	5709.8	1017.5	5709.8	2.4872	1.1009e+07	2.6634e+05	9.0922	1	4.9735e-20	9.9469e-20	8.5544e-18	True
ENSG00000176566_DCAF4L2_UNA2_60021.2	DCAF4L2	6515.2	29632	6515.2	29632	2.1851	2.6719e+08	7.5575e+06	8.4088	1	2.089e-17	4.178e-17	3.46e-15	True
ENSG00000120289_MAGEB4_UNA3_44755.3	MAGEB4	7289.4	32636	7289.4	32636	2.1624	3.2123e+08	9.253e+06	8.3326	1	3.9878e-17	7.9755e-17	6.369e-15	True
ENSG00000186190_BPIFB3_PROT_164619.9	BPIFB3	4853.4	22300	4853.4	22300	2.1998	1.522e+08	4.4449e+06	8.2754	1	6.4699e-17	1.294e-16	9.977e-15	True
ENSG00000197123_ZNF679_GEEX_41889.9	ZNF679	2668.2	12752	2668.2	12752	2.2564	5.0843e+07	1.5121e+06	8.2005	1	1.2148e-16	2.4295e-16	1.8108e-14	True
ENSG00000134588_USP26_PROT_89054.10	USP26	20890	84391	20890	84391	2.0142	2.0161e+09	6.1758e+07	8.0803	1	3.2425e-16	6.485e-16	4.6776e-14	True
ENSG00000176774_MAGEB18_UNA3_154674.7	MAGEB18	894.93	4548.4	894.93	4548.4	2.3442	6.674e+06	2.1138e+05	7.9464	1	9.8513e-16	1.9703e-15	1.3767e-13	True
ENSG00000167531_LALBA_DTKP_4197.9	LALBA	12992	52462	12992	52462	2.0136	7.7896e+08	2.6228e+07	7.7071	1	6.4701e-15	1.294e-14	8.768e-13	True
ENSG00000086758_HUWE1_ACOC_38413.9	HUWE1	245.16	1297.7	245.16	1297.7	2.3994	5.539e+05	20621	7.3295	1	1.2079e-13	2.4157e-13	1.5887e-11	True
ENSG00000153266_FEZF2_GEEX_156321.8	FEZF2	17684	66846	17684	66846	1.9183	1.2084e+09	4.5731e+07	7.2698	1	1.8076e-13	3.6153e-13	2.3096e-11	True
ENSG00000180424_DEFB123_UNA3_67002.4	DEFB123	2747.5	11905	2747.5	11905	2.115	4.1929e+07	1.594e+06	7.2532	1	2.066e-13	4.132e-13	2.5665e-11	True
ENSG00000197891_SLC22A12_UNA2_68185.3	SLC22A12	17613	65756	17613	65756	1.9004	1.1589e+09	4.54e+07	7.1451	1	4.5169e-13	9.0338e-13	5.4593e-11	True
ENSG00000188089_PLA2G4E_PROT_3854.6	PLA2G4E	2812.9	12007	2812.9	12007	2.0934	4.2269e+07	1.6631e+06	7.1297	1	5.1032e-13	1.0206e-12	6.0057e-11	True
ENSG00000120235_IFNA6_PROT_204171.1	IFNA6	8452.5	33172	8452.5	33172	1.9724	3.0551e+08	1.2084e+07	7.1111	1	5.8017e-13	1.1603e-12	6.6526e-11	True
ENSG00000145863_GABRA6_DTKP_201667.9	GABRA6	3287.6	13828	3287.6	13828	2.0722	5.5555e+07	2.2026e+06	7.1024	1	6.2127e-13	1.2425e-12	6.9458e-11	True
ENSG00000198704_GPX6_DTKP_190934.9	GPX6	3741.9	15443	3741.9	15443	2.0449	6.8463e+07	2.7815e+06	7.0163	1	1.1535e-12	2.3071e-12	1.2582e-10	True
ENSG00000116455_WDR77_UNA1_34076.3	WDR77	23035	82773	23035	82773	1.8453	1.7843e+09	7.3659e+07	6.9605	1	1.7014e-12	3.4028e-12	1.8116e-10	True
ENSG00000158786_PLA2G2F_TMMO_125799.8	PLA2G2F	6437.8	24999	6437.8	24999	1.9571	1.7227e+08	7.3963e+06	6.8251	1	4.4335e-12	8.8671e-12	4.6109e-10	True
ENSG00000150676_CCDC83_UNA2_73500.8	CCDC83	8010.1	29694	8010.1	29694	1.8901	2.3509e+08	1.0967e+07	6.5476	1	2.9458e-11	5.8916e-11	2.994e-09	True
ENSG00000169194_IL13_ACOC_190247.8	IL13	3203.7	12613	3203.7	12613	1.9767	4.4264e+07	2.1024e+06	6.489	1	4.379e-11	8.758e-11	4.3517e-09	True
ENSG00000140988_RPS2_TMMO_173604.6	RPS2	823.04	3575.7	823.04	3575.7	2.1178	3.7886e+06	1.8181e+05	6.4558	1	5.5323e-11	1.1065e-10	5.3783e-09	True
ENSG00000158786_PLA2G2F_TMMO_125801.10	PLA2G2F	5755.7	21576	5755.7	21576	1.9062	1.2515e+08	6.0443e+06	6.435	1	6.2325e-11	1.2465e-10	5.9301e-09	True
ENSG00000175329_ISX_GEEX_180465.7	ISX	16406	56752	16406	56752	1.7904	8.1389e+08	3.9948e+07	6.3834	1	8.7022e-11	1.7404e-10	8.1075e-09	True
ENSG00000204007_GLT6D1_DTKP_167435.10	GLT6D1	14126	48556	14126	48556	1.7812	5.9271e+08	3.0501e+07	6.2341	1	2.2837e-10	4.5673e-10	2.0842e-08	True
ENSG00000251258_RFPL4B_PROT_174511.3	RFPL4B	21883	72765	21883	72765	1.7334	1.2945e+09	6.715e+07	6.2093	1	2.6716e-10	5.3432e-10	2.3895e-08	True
ENSG00000090402_SI_DTKP_146577.10	SI	2049.8	8029.3	2049.8	8029.3	1.9693	1.7877e+07	9.4025e+05	6.1665	1	3.5512e-10	7.1024e-10	3.0748e-08	True
ENSG00000187766_KRTAP10-8_UNA2_50497.9	KRTAP10-8	19044	63604	19044	63604	1.7397	9.9278e+08	5.2269e+07	6.1634	1	3.5754e-10	7.1508e-10	3.0748e-08	True
ENSG00000112212_TSPO2_UNA2_73074.2	TSPO2	1406.4	5554.9	1406.4	5554.9	1.9809	8.605e+06	4.7707e+05	6.0062	1	9.698e-10	1.9396e-09	8.1829e-08	True
ENSG00000116996_ZP4_UNA2_138049.4	ZP4	15936	52748	15936	52748	1.7267	6.7755e+08	3.7908e+07	5.9789	1	1.129e-09	2.258e-09	9.3499e-08	True
ENSG00000130985_UBA1_DTKP_153584.2	UBA1	5768.7	20485	5768.7	20485	1.8281	1.0828e+08	6.0688e+06	5.9737	1	1.1708e-09	2.3416e-09	9.5198e-08	True
ENSG00000172016_REG3A_UNA2_92057.5	REG3A	40911	1.2496e+05	40911	1.2496e+05	1.6109	3.5324e+09	2.0751e+08	5.8349	1	2.6978e-09	5.3956e-09	2.1544e-07	True
ENSG00000112818_MEP1A_PROT_85605.8	MEP1A	16133	52075	16133	52075	1.6905	6.4593e+08	3.8754e+07	5.7736	1	3.8982e-09	7.7964e-09	3.0584e-07	True
ENSG00000146378_TAAR2_UNA2_145047.10	TAAR2	14.747	82.877	14.747	82.877	2.4132	2320.9	142.86	5.7001	1	6.7167e-09	1.3433e-08	5.1788e-07	True
ENSG00000135222_CSN2_UNA2_203268.9	CSN2	19999	62597	19999	62597	1.6461	9.073e+08	5.7089e+07	5.6379	1	8.6435e-09	1.7287e-08	6.5515e-07	True
ENSG00000178928_TPRX1_GEEX_11151.10	TPRX1	12102	39057	12102	39057	1.6902	3.6328e+08	2.308e+07	5.6107	1	1.0135e-08	2.0271e-08	7.5543e-07	True
ENSG00000251258_RFPL4B_PROT_174509.1	RFPL4B	33260	99058	33260	99058	1.5745	2.1647e+09	1.4285e+08	5.5051	1	1.8496e-08	3.6992e-08	1.356e-06	True
ENSG00000187144_SPATA21_UNA1_152740.1	SPATA21	2259.9	8028.2	2259.9	8028.2	1.8284	1.6636e+07	1.121e+06	5.448	1	2.589e-08	5.178e-08	1.8674e-06	True
ENSG00000100347_SAMM50_PROT_157276.6	SAMM50	86.636	393.67	86.636	393.67	2.171	47134	3208.6	5.4203	1	3.175e-08	6.35e-08	2.2537e-06	True
ENSG00000203933_CXorf66_UNA2_20596.10	CXorf66	2020.3	7116.5	2020.3	7116.5	1.8161	1.2986e+07	9.1602e+05	5.3247	1	5.1445e-08	1.0289e-07	3.5947e-06	True
ENSG00000197430_OPALIN_UNA2_7569.6	OPALIN	2351.1	8181.9	2351.1	8181.9	1.7986	1.6999e+07	1.2039e+06	5.3142	1	5.445e-08	1.089e-07	3.7462e-06	True
ENSG00000175065_DSG4_TMMO_124638.5	DSG4	3040.5	10283	3040.5	10283	1.7576	2.6229e+07	1.9134e+06	5.236	1	8.3227e-08	1.6645e-07	5.6392e-06	True
ENSG00000187766_KRTAP10-8_UNA2_50491.3	KRTAP10-8	10557	32768	10557	32768	1.634	2.4667e+08	1.804e+07	5.2294	1	8.5577e-08	1.7115e-07	5.674e-06	True
ENSG00000021852_C8B_TMMO_68333.1	C8B	12154	37366	12154	37366	1.6202	3.1781e+08	2.3258e+07	5.2278	1	8.6277e-08	1.7255e-07	5.674e-06	True
ENSG00000155833_CYLC2_TMMO_159767.4	CYLC2	570.51	2161.3	570.51	2161.3	1.9198	1.2654e+06	94028	5.188	1	1.0974e-07	2.1949e-07	7.1126e-06	True
ENSG00000146378_TAAR2_UNA2_145038.1	TAAR2	8282	25883	8282	25883	1.6438	1.5489e+08	1.1648e+07	5.1572	1	1.2633e-07	2.5265e-07	8.0704e-06	True
ENSG00000188089_PLA2G4E_PROT_3851.3	PLA2G4E	17847	52860	17847	52860	1.5665	6.1297e+08	4.6494e+07	5.1349	1	1.4176e-07	2.8352e-07	8.9289e-06	True
ENSG00000169575_VPREB1_UNA2_162327.8	VPREB1	34.101	161.39	34.101	161.39	2.2099	8101.5	615.11	5.1324	1	1.5626e-07	3.1252e-07	9.6061e-06	True
ENSG00000151952_TMEM132D_UNA2_22807.7	TMEM132D	10039	30806	10039	30806	1.6176	2.1565e+08	1.6476e+07	5.1163	1	1.5681e-07	3.1362e-07	9.6061e-06	True
ENSG00000125975_C20orf173_UNA2_91024.1	C20orf173	12215	36946	12215	36946	1.5967	3.0581e+08	2.3468e+07	5.1051	1	1.6628e-07	3.3256e-07	1.0049e-05	True
ENSG00000167104_BPIFB6_PROT_131481.3	BPIFB6	28730	81504	28730	81504	1.5043	1.3926e+09	1.0971e+08	5.0385	1	2.3525e-07	4.7051e-07	1.4027e-05	True
ENSG00000141543_EIF4A3_TMMO_134082.10	EIF4A3	16926	49152	16926	49152	1.5379	5.1923e+08	4.2259e+07	4.9572	1	3.5924e-07	7.1847e-07	2.1138e-05	True
ENSG00000221900_POM121L12_UNA2_148439.5	POM121L12	7693.1	23514	7693.1	23514	1.6118	1.2515e+08	1.0197e+07	4.9544	1	3.6562e-07	7.3124e-07	2.1234e-05	True
ENSG00000198704_GPX6_DTKP_190930.5	GPX6	14500	42327	14500	42327	1.5455	3.8719e+08	3.197e+07	4.9216	1	4.3142e-07	8.6285e-07	2.4735e-05	True
ENSG00000119689_DLST_ACOC_153022.1	DLST	12829	37674	12829	37674	1.554	3.0863e+08	2.564e+07	4.9065	1	4.6621e-07	9.3241e-07	2.6391e-05	True
ENSG00000187766_KRTAP10-8_UNA2_50495.7	KRTAP10-8	16345	46751	16345	46751	1.5161	4.6228e+08	3.9677e+07	4.8272	1	6.9552e-07	1.391e-06	3.888e-05	True
ENSG00000169688_MT1B_UNA2_60250.1	MT1B	7337.3	22069	7337.3	22069	1.5886	1.0852e+08	9.363e+06	4.8145	1	7.4388e-07	1.4878e-06	4.0681e-05	True
ENSG00000120289_MAGEB4_UNA3_44761.9	MAGEB4	5386.2	16535	5386.2	16535	1.618	6.2149e+07	5.3628e+06	4.8143	1	7.4594e-07	1.4919e-06	4.0681e-05	True
ENSG00000196800_SPINK14_UNA2_145324.10	SPINK14	6670	20163	6670	20163	1.5958	9.1032e+07	7.8843e+06	4.8054	1	7.7908e-07	1.5582e-06	4.1977e-05	True
ENSG00000107807_TLX1_ACOC_113595.3	TLX1	7882	23555	7882	23555	1.5792	1.2281e+08	1.0653e+07	4.8017	1	7.9273e-07	1.5855e-06	4.2203e-05	True
ENSG00000167104_BPIFB6_PROT_131483.5	BPIFB6	1059	3618.2	1059	3618.2	1.7716	3.2749e+06	2.862e+05	4.7839	1	8.808e-07	1.7616e-06	4.5972e-05	True
ENSG00000204010_IFIT1B_PROT_61565.4	IFIT1B	12476	36077	12476	36077	1.5318	2.7848e+08	2.4382e+07	4.7794	1	8.8407e-07	1.7681e-06	4.5972e-05	True
ENSG00000133980_VRTN_GEEX_97910.9	VRTN	18547	52241	18547	52241	1.4939	5.6762e+08	4.9836e+07	4.7728	1	9.1236e-07	1.8247e-06	4.6897e-05	True
ENSG00000100347_SAMM50_PROT_157274.4	SAMM50	12715	36611	12715	36611	1.5256	2.855e+08	2.523e+07	4.7573	1	9.8651e-07	1.973e-06	5.0133e-05	True
ENSG00000095981_KCNK16_UNA2_19843.9	KCNK16	31704	86023	31704	86023	1.44	1.4753e+09	1.3103e+08	4.7453	1	1.0439e-06	2.0878e-06	5.2346e-05	True
ENSG00000171396_KRTAP4-4_UNA2_41698.8	KRTAP4-4	11869	34264	11869	34264	1.5294	2.5077e+08	2.2284e+07	4.7441	1	1.0535e-06	2.107e-06	5.2346e-05	True
ENSG00000154143_PANX3_MEPR_55020.3	PANX3	12952	36922	12952	36922	1.5112	2.8727e+08	2.6084e+07	4.6933	1	1.3518e-06	2.7036e-06	6.6431e-05	True
ENSG00000155052_CNTNAP5_UNA2_12847.3	CNTNAP5	8038.7	23565	8038.7	23565	1.5515	1.2054e+08	1.1038e+07	4.6734	1	1.4928e-06	2.9856e-06	7.2562e-05	True
ENSG00000145863_GABRA6_DTKP_201659.1	GABRA6	2560.4	8070.7	2560.4	8070.7	1.656	1.5182e+07	1.4038e+06	4.6508	1	1.6787e-06	3.3574e-06	8.0722e-05	True
ENSG00000198092_TMPRSS11F_PROT_99840.6	TMPRSS11F	88.479	356.59	88.479	356.59	1.9987	35942	3331.2	4.6453	1	1.8117e-06	3.6233e-06	8.6189e-05	True
ENSG00000167272_POP5_GEEX_197862.3	POP5	2566.8	8041.3	2566.8	8041.3	1.6471	1.4985e+07	1.4101e+06	4.6101	1	2.0439e-06	4.0878e-06	9.6214e-05	True
ENSG00000198704_GPX6_DTKP_190935.10	GPX6	12893	36260	12893	36260	1.4917	2.73e+08	2.587e+07	4.5941	1	2.1854e-06	4.3708e-06	0.0001018	True
ENSG00000178928_TPRX1_GEEX_11150.9	TPRX1	10529	29975	10529	29975	1.5093	1.8908e+08	1.7955e+07	4.5892	1	2.2388e-06	4.4775e-06	0.00010231	True
ENSG00000153266_FEZF2_GEEX_156319.6	FEZF2	13989	39109	13989	39109	1.4832	3.1552e+08	2.9969e+07	4.5887	1	2.242e-06	4.484e-06	0.00010231	True
ENSG00000176566_DCAF4L2_UNA2_60020.1	DCAF4L2	8704.1	25062	8704.1	25062	1.5256	1.3378e+08	1.274e+07	4.5828	1	2.3105e-06	4.6211e-06	0.00010437	True
ENSG00000154143_PANX3_MEPR_55025.8	PANX3	12134	34060	12134	34060	1.489	2.4039e+08	2.3188e+07	4.5535	1	2.6538e-06	5.3077e-06	0.00011868	True
ENSG00000198092_TMPRSS11F_PROT_99836.2	TMPRSS11F	383.41	1359.8	383.41	1359.8	1.8238	4.7671e+05	46024	4.5514	1	2.7665e-06	5.533e-06	0.00012249	True
ENSG00000188089_PLA2G4E_PROT_3856.8	PLA2G4E	14376	39518	14376	39518	1.4588	3.1606e+08	3.1481e+07	4.4811	1	3.7332e-06	7.4664e-06	0.00016368	True
ENSG00000147162_OGT_PROT_96904.2	OGT	22372	59726	22372	59726	1.4166	6.9765e+08	6.9882e+07	4.4684	1	3.9555e-06	7.911e-06	0.00017174	True
ENSG00000221900_POM121L12_UNA2_148441.7	POM121L12	25077	66325	25077	66325	1.4031	8.5066e+08	8.5852e+07	4.4516	1	4.2758e-06	8.5515e-06	0.00018386	True
ENSG00000175329_ISX_GEEX_180462.4	ISX	25523	67269	25523	67269	1.3981	8.7138e+08	8.862e+07	4.4346	1	4.628e-06	9.2559e-06	0.00019711	True
ENSG00000139131_YARS2_DTKP_98771.4	YARS2	11178	30831	11178	30831	1.4637	1.9313e+08	1.9999e+07	4.3947	0.99999	5.5803e-06	1.1161e-05	0.00023543	True
ENSG00000151952_TMEM132D_UNA2_22808.8	TMEM132D	12253	33517	12253	33517	1.4516	2.2607e+08	2.3602e+07	4.3769	0.99999	6.0548e-06	1.211e-05	0.00025306	True
ENSG00000141946_ZIM3_GEEX_32790.8	ZIM3	991.7	3195.1	991.7	3195.1	1.6869	2.4275e+06	2.543e+05	4.3694	0.99999	6.3854e-06	1.2771e-05	0.0002644	True
ENSG00000079805_DNM2_ACOC_70672.10	DNM2	14144	38151	14144	38151	1.4315	2.8817e+08	3.057e+07	4.342	0.99999	7.0964e-06	1.4193e-05	0.00029115	True
ENSG00000149452_SLC22A8_DTKP_42429.8	SLC22A8	18847	49887	18847	49887	1.4043	4.8173e+08	5.1297e+07	4.3338	0.99999	7.3588e-06	1.4718e-05	0.00029917	True
ENSG00000143536_CRNN_UNA2_6493.4	CRNN	8894.9	24425	8894.9	24425	1.4572	1.2059e+08	1.3248e+07	4.2668	0.99999	9.9895e-06	1.9979e-05	0.00040246	True
ENSG00000095981_KCNK16_UNA2_19842.8	KCNK16	16817	44289	16817	44289	1.397	3.7737e+08	4.1767e+07	4.2509	0.99999	1.0694e-05	2.1389e-05	0.00042701	True
ENSG00000176979_TRIM60_PROT_102795.3	TRIM60	16078	42361	16078	42361	1.3976	3.4539e+08	3.8519e+07	4.2348	0.99999	1.1493e-05	2.2986e-05	0.00045262	True
ENSG00000166049_PASD1_UNA2_175287.9	PASD1	11644	31287	11644	31287	1.4259	1.9292e+08	2.1529e+07	4.2335	0.99999	1.1576e-05	2.3151e-05	0.00045262	True
ENSG00000175329_ISX_GEEX_180467.9	ISX	15937	41995	15937	41995	1.3977	3.3949e+08	3.7912e+07	4.232	0.99999	1.1639e-05	2.3279e-05	0.00045262	True
ENSG00000133980_VRTN_GEEX_97909.8	VRTN	11759	31395	11759	31395	1.4168	1.928e+08	2.1911e+07	4.195	0.99999	1.3726e-05	2.7451e-05	0.00052915	True
ENSG00000112818_MEP1A_PROT_85607.10	MEP1A	4411.1	12482	4411.1	12482	1.5004	3.2568e+07	3.7415e+06	4.1724	0.99998	1.5242e-05	3.0484e-05	0.00058259	True
ENSG00000221900_POM121L12_UNA2_148435.1	POM121L12	14796	38446	14796	38446	1.3775	2.7966e+08	3.316e+07	4.107	0.99998	2.0143e-05	4.0287e-05	0.0007634	True
ENSG00000142789_CELA3A_PROT_45938.8	CELA3A	4160.4	11667	4160.4	11667	1.4874	2.8176e+07	3.367e+06	4.091	0.99998	2.1729e-05	4.3458e-05	0.00081657	True
ENSG00000130640_TUBGCP2_ACOC_121775.3	TUBGCP2	5816.6	15963	5816.6	15963	1.4563	5.147e+07	6.1599e+06	4.0879	0.99998	2.197e-05	4.3941e-05	0.00081876	True
ENSG00000187766_KRTAP10-8_UNA2_50496.8	KRTAP10-8	17528	44931	17528	44931	1.358	3.7547e+08	4.5007e+07	4.0847	0.99998	2.2165e-05	4.4329e-05	0.00081918	True
ENSG00000169575_VPREB1_UNA2_162321.2	VPREB1	11431	29988	11431	29988	1.3913	1.7218e+08	2.0824e+07	4.0665	0.99998	2.4006e-05	4.8013e-05	0.00087997	True
ENSG00000203933_CXorf66_UNA2_20591.5	CXorf66	10987	28867	10987	28867	1.3936	1.5985e+08	1.9388e+07	4.0608	0.99998	2.4612e-05	4.9224e-05	0.00089483	True
ENSG00000182545_RNASE10_UNA2_34158.5	RNASE10	6329.9	17135	6329.9	17135	1.4365	5.8373e+07	7.1745e+06	4.0339	0.99997	2.7682e-05	5.5363e-05	0.00099832	True
ENSG00000151952_TMEM132D_UNA2_22803.3	TMEM132D	20911	52504	20911	52504	1.3281	4.9903e+08	6.1871e+07	4.0164	0.99997	2.9665e-05	5.933e-05	0.0010613	True
ENSG00000101407_TTI1_UNA1_23138.1	TTI1	5231.3	14246	5231.3	14246	1.4451	4.0633e+07	5.0881e+06	3.9965	0.99997	3.2477e-05	6.4954e-05	0.0011527	True
ENSG00000141946_ZIM3_GEEX_32785.3	ZIM3	2001.8	5786.1	2001.8	5786.1	1.5308	7.1604e+06	9.0102e+05	3.9867	0.99997	3.409e-05	6.818e-05	0.0012004	True
ENSG00000154143_PANX3_MEPR_55023.6	PANX3	10111	26355	10111	26355	1.3821	1.3194e+08	1.6689e+07	3.9763	0.99996	3.5229e-05	7.0458e-05	0.0012308	True
ENSG00000151379_MSGN1_GEEX_13709.6	MSGN1	20608	51370	20608	51370	1.3177	4.7313e+08	6.0263e+07	3.9626	0.99996	3.7217e-05	7.4435e-05	0.0012902	True
ENSG00000182521_TBPL2_GEEX_13266.2	TBPL2	14129	35932	14129	35932	1.3465	2.3768e+08	3.0512e+07	3.947	0.99996	3.9773e-05	7.9546e-05	0.0013682	True
ENSG00000111536_IL26_UNA3_26328.4	IL26	1888.5	5438.3	1888.5	5438.3	1.5254	6.3005e+06	8.1119e+05	3.9413	0.99996	4.1261e-05	8.2522e-05	0.0014085	True
ENSG00000127318_IL22_UNA3_28349.7	IL22	6692.2	17757	6692.2	17757	1.4078	6.1221e+07	7.9315e+06	3.929	0.99996	4.3019e-05	8.6038e-05	0.0014574	True
ENSG00000125676_THOC2_GEEX_169525.5	THOC2	3682	2.181	3682	2.181	-10.177	6.7706e+06	2.7017e+06	3.9233	4.3673e-05	0.99996	8.7347e-05	0.0014685	False
ENSG00000165471_MBL2_DTKP_101538.4	MBL2	12728	32432	12728	32432	1.3493	1.9413e+08	2.5276e+07	3.9192	0.99996	4.4669e-05	8.9338e-05	0.0014907	True
ENSG00000154143_PANX3_MEPR_55026.9	PANX3	7580.6	19865	7580.6	19865	1.3898	7.5458e+07	9.9302e+06	3.8984	0.99995	4.8805e-05	9.7609e-05	0.0016152	True
ENSG00000197123_ZNF679_GEEX_41881.1	ZNF679	20557	50723	20557	50723	1.303	4.55e+08	5.9991e+07	3.8947	0.99995	4.9349e-05	9.8698e-05	0.0016152	True
ENSG00000155890_TRIM42_ACOC_145258.4	TRIM42	16346	40869	16346	40869	1.3221	3.0071e+08	3.9681e+07	3.8931	0.99995	4.9727e-05	9.9454e-05	0.0016152	True
ENSG00000173113_TRMT112_PROT_191591.9	TRMT112	26193	63701	26193	63701	1.2821	7.034e+08	9.2865e+07	3.8922	0.99995	4.9843e-05	9.9686e-05	0.0016152	True
ENSG00000125975_C20orf173_UNA2_91033.10	C20orf173	9150.2	23665	9150.2	23665	1.3708	1.0533e+08	1.3941e+07	3.8874	0.99995	5.1036e-05	0.00010207	0.001642	True
ENSG00000155890_TRIM42_ACOC_145260.6	TRIM42	10923	27858	10923	27858	1.3506	1.4338e+08	1.9186e+07	3.866	0.99994	5.5659e-05	0.00011132	0.0017779	True
ENSG00000170255_MRGPRX1_UNA2_109735.6	MRGPRX1	19716	48314	19716	48314	1.293	4.0892e+08	5.5641e+07	3.8339	0.99994	6.3331e-05	0.00012666	0.0020086	True
ENSG00000155269_GPR78_UNA2_168917.2	GPR78	13884	34592	13884	34592	1.317	2.1442e+08	2.9564e+07	3.8086	0.99993	7.025e-05	0.0001405	0.0022058	True
